frame,time_s,x,y,motion,freezing
0,0.000000,321.196864,241.256542,,
1,0.033333,320.209159,242.060050,2.446981,
2,0.066667,320.785052,241.547806,1.440023,
3,0.100000,320.777587,243.024925,2.998951,
4,0.133333,322.408866,242.087224,3.310223,
5,0.166667,322.247058,242.441021,0.825851,
6,0.200000,322.685359,241.988303,1.145634,
7,0.233333,322.531801,240.932540,2.076571,
8,0.266667,323.135255,241.511162,1.575285,
9,0.300000,323.098703,241.139853,0.598670,
10,0.333333,323.583255,241.094185,0.849775,
11,0.366667,323.810310,240.926855,0.544028,
12,0.400000,323.485274,241.300773,0.971258,
13,0.433333,323.483533,241.637992,0.606676,
14,0.466667,325.711021,241.213908,4.323712,
15,0.500000,326.675108,242.898968,3.877065,
16,0.533333,325.305228,242.958327,2.583860,
17,0.566667,325.138373,242.860626,0.306165,
18,0.600000,325.957419,241.406276,2.874008,
19,0.633333,325.763333,240.948719,0.903473,
20,0.666667,325.320279,240.446283,1.126115,
21,0.700000,324.237120,241.942780,3.354311,
22,0.733333,324.449635,241.286160,1.311207,
23,0.766667,324.834821,241.723356,1.121733,
24,0.800000,324.948953,242.266458,1.081308,
25,0.833333,325.379405,241.311766,1.769844,
26,0.866667,325.054984,242.261839,1.991925,
27,0.900000,324.790727,242.800525,1.133439,
28,0.933333,325.039062,242.189373,1.410248,
29,0.966667,325.185840,241.207615,1.777853,
30,1.000000,324.437617,241.182089,1.599350,
31,1.033333,324.577000,240.825905,0.649536,
32,1.066667,324.232984,240.922588,0.596608,
33,1.100000,324.961267,240.309914,1.926284,
34,1.133333,325.628687,240.324794,1.405146,
35,1.166667,324.330717,238.440050,3.924709,
36,1.200000,324.121492,238.505314,0.495361,
37,1.233333,324.750111,237.792709,1.971343,
38,1.266667,325.361156,238.377066,1.822602,
39,1.300000,325.524609,238.525548,0.392589,
40,1.333333,325.524872,238.551350,0.045935,
41,1.366667,325.531975,238.574377,0.048577,
42,1.400000,325.532621,238.586012,0.026220,
43,1.433333,325.578163,238.593201,0.088269,
44,1.466667,325.624653,238.663915,0.168909,
45,1.500000,325.523367,238.656925,0.186254,
46,1.533333,325.444428,238.675387,0.164395,
47,1.566667,325.521070,238.642903,0.156929,
48,1.600000,325.511563,238.657051,0.032660,
49,1.633333,325.466747,238.639622,0.096259,
50,1.666667,325.419426,238.611517,0.109929,
51,1.700000,325.493894,238.573033,0.149208,
52,1.733333,325.479447,238.521834,0.099271,
53,1.766667,325.485886,238.522806,0.013294,
54,1.800000,325.408423,238.435917,0.200461,
55,1.833333,325.365934,238.390186,0.120971,
56,1.866667,325.339871,238.381129,0.047422,
