beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.106763,,561.019339,False,False
1,0.214451,0.107688,560.048093,False,False
2,0.321585,0.107134,558.607725,False,False
3,0.426624,0.105039,560.048093,False,False
4,0.534591,0.107967,560.048093,False,False
5,0.642626,0.108035,566.880991,False,False
6,0.739950,0.097324,570.463521,False,False
7,0.845792,0.105842,570.463521,False,False
8,0.950970,0.105178,577.387758,False,False
9,1.054416,0.103446,577.387758,False,False
10,1.154604,0.100188,575.896884,False,False
11,1.258520,0.103916,577.387758,False,False
12,1.364300,0.105780,580.010361,False,False
13,1.468485,0.104185,577.387758,False,False
14,1.571819,0.103333,575.896884,False,False
15,1.672701,0.100882,575.896884,False,False
16,1.777553,0.104852,575.896884,False,False
17,1.882742,0.105189,580.645567,False,False
18,1.985599,0.102857,572.237686,False,False
19,2.095962,0.110363,570.693232,False,False
20,2.197303,0.101341,570.693232,False,False
21,2.302438,0.105135,578.435572,False,False
22,2.412062,0.109624,578.435572,False,False
23,2.515790,0.103728,580.655222,False,False
24,2.619122,0.103332,578.435572,False,False
25,2.720953,0.101831,580.655222,False,False
26,2.822759,0.101807,581.846849,False,False
27,2.932589,0.109829,581.846849,False,False
28,3.035708,0.103120,582.327221,False,False
29,3.132482,0.096773,582.327221,False,False
30,3.236292,0.103810,581.846849,False,False
31,3.339327,0.103035,582.327221,False,False
32,3.440690,0.101363,582.327221,False,False
33,3.545699,0.105009,580.433141,False,False
34,3.646176,0.100477,580.433141,False,False
35,3.750204,0.104028,576.766923,False,False
36,3.853575,0.103371,576.766923,False,False
37,3.962269,0.108693,576.766923,False,False
38,4.066807,0.104538,573.952558,False,False
39,4.168783,0.101977,573.952558,False,False
40,4.274137,0.105353,571.696543,False,False
41,4.379088,0.104951,571.696543,False,False
42,4.480989,0.101902,571.696543,False,False
43,4.586750,0.105761,569.512345,False,False
44,4.695022,0.108272,570.775515,False,False
45,4.797256,0.102234,570.775515,False,False
46,4.903109,0.105853,567.319095,False,False
47,5.008229,0.105120,570.775515,False,False
48,5.109529,0.101300,570.775515,False,False
49,5.219035,0.109506,570.775515,False,False
50,5.321754,0.102719,570.775515,False,False
51,5.427360,0.105606,569.001894,False,False
52,5.525779,0.098419,569.001894,False,False
53,5.634494,0.108715,569.001894,False,False
54,5.739942,0.105448,568.149029,False,False
55,5.843357,0.103415,569.001894,False,False
56,5.950639,0.107283,561.827146,False,False
57,6.057977,0.107337,569.001894,False,False
58,6.159346,0.101370,563.476739,False,False
59,6.266141,0.106794,563.476739,False,False
60,6.367298,0.101157,563.476739,False,False
61,6.473780,0.106482,577.255720,False,False
62,6.573378,0.099598,563.476739,False,False
63,6.680370,0.106992,577.255720,False,False
64,6.784310,0.103940,577.255720,False,False
65,6.890822,0.106512,577.255720,False,False
66,6.991541,0.100719,577.255720,False,False
67,7.095211,0.103670,578.758441,False,False
68,7.203845,0.108635,578.758441,False,False
69,7.305805,0.101959,578.758441,False,False
70,7.407345,0.101540,578.758441,False,False
71,7.513772,0.106428,575.027767,False,False
72,7.618115,0.104343,580.456600,False,False
73,7.719549,0.101434,580.456600,False,False
74,7.823896,0.104346,575.027767,False,False
75,7.927263,0.103367,579.620396,False,False
76,8.026801,0.099538,579.620396,False,False
77,8.137066,0.110265,575.008308,False,False
78,8.240582,0.103516,566.944883,False,False
79,8.347383,0.106802,566.944883,False,False
80,8.454747,0.107364,566.944883,False,False
81,8.560578,0.105830,568.597004,False,False
82,8.664084,0.103507,568.597004,False,False
83,8.766991,0.102907,568.597004,False,False
84,8.872514,0.105523,574.434027,False,False
85,8.976965,0.104451,574.434027,False,False
86,9.082852,0.105887,568.597004,False,False
87,9.185542,0.102690,568.597004,False,False
88,9.295805,0.110262,574.434027,False,False
89,9.406122,0.110317,578.207658,False,False
90,9.509891,0.103769,578.207658,False,False
91,9.611529,0.101637,568.912550,False,False
92,9.713086,0.101557,568.912550,False,False
93,9.818797,0.105711,568.912550,False,False
94,9.924262,0.105464,568.912550,False,False
95,10.034601,0.110339,568.912550,False,False
96,10.140650,0.106049,568.912550,False,False
97,10.245801,0.105152,570.604117,False,False
98,10.348936,0.103134,570.604117,False,False
99,10.453225,0.104289,575.321761,False,False
100,10.553804,0.100579,581.764773,False,False
101,10.660437,0.106633,581.764773,False,False
102,10.759415,0.098978,575.321761,False,False
103,10.858386,0.098971,596.545139,False,False
104,10.966693,0.108308,571.150684,False,False
105,11.071764,0.105071,571.150684,False,False
106,11.172103,0.100339,571.150684,False,False
107,11.277154,0.105051,571.042910,False,False
108,11.383112,0.105958,571.150684,False,False
109,11.486218,0.103106,574.743174,False,False
110,11.593776,0.107557,574.743174,False,False
111,11.697302,0.103526,579.562857,False,False
112,11.801696,0.104394,581.172905,False,False
113,11.904936,0.103239,579.562857,False,False
114,12.006803,0.101867,579.562857,False,False
115,12.109138,0.102335,574.743174,False,False
116,12.217828,0.108691,581.172905,False,False
117,12.326910,0.109082,586.311627,False,False
118,12.435190,0.108280,566.905627,False,False
119,12.537514,0.102324,566.905627,False,False
120,12.639598,0.102084,566.905627,False,False
121,12.745436,0.105838,573.824323,False,False
122,12.849997,0.104562,573.824323,False,False
123,12.956742,0.106745,571.824257,False,False
124,13.055442,0.098700,570.274761,False,False
125,13.160694,0.105252,571.824257,False,False
126,13.265621,0.104927,571.824257,False,False
127,13.370833,0.105212,588.554085,False,False
128,13.472778,0.101945,571.824257,False,False
129,13.572685,0.099906,588.554085,False,False
130,13.674516,0.101831,589.209032,False,False
131,13.780795,0.106279,589.209032,False,False
132,13.881055,0.100260,589.209032,False,False
133,13.982369,0.101314,574.396117,False,False
134,14.088065,0.105696,567.667477,False,False
135,14.196401,0.108336,574.396117,False,False
136,14.300858,0.104458,574.396117,False,False
137,14.406692,0.105834,574.396117,False,False
138,14.510582,0.103889,576.138639,False,False
139,14.614544,0.103963,577.130514,False,False
140,14.718686,0.104142,577.538061,False,False
141,14.818826,0.100141,577.538061,False,False
142,14.919004,0.100177,577.130514,False,False
143,15.018403,0.099400,576.138639,False,False
144,15.124490,0.106086,581.506886,False,False
145,15.229181,0.104691,575.819284,False,False
146,15.333380,0.104199,575.819284,False,False
147,15.436560,0.103180,575.819284,False,False
148,15.541852,0.105292,581.506886,False,False
149,15.640659,0.098807,588.864261,False,False
150,15.742550,0.101891,588.864261,False,False
151,15.842967,0.100417,590.364653,False,False
152,15.939720,0.096752,590.364653,False,False
153,16.044714,0.104995,588.864261,False,False
154,16.146347,0.101632,571.456307,False,False
155,16.251594,0.105247,571.456307,False,False
156,16.357396,0.105802,570.088188,False,False
157,16.467614,0.110218,570.088188,False,False
158,16.569471,0.101858,570.088188,False,False
159,16.674718,0.105247,574.541103,False,False
160,16.776147,0.101429,575.190817,False,False
161,16.880578,0.104431,575.611555,False,False
162,16.984815,0.104237,575.190817,False,False
163,17.089128,0.104313,575.611555,False,False
164,17.187175,0.098047,575.190817,False,False
165,17.294109,0.106934,575.190817,False,False
166,17.397110,0.103001,573.586659,False,False
167,17.501715,0.104605,571.165553,False,False
168,17.606898,0.105183,570.509824,False,False
169,17.711946,0.105048,571.165553,False,False
170,17.818789,0.106843,571.165553,False,False
171,17.923958,0.105169,571.165553,False,False
172,18.027704,0.103747,576.259023,False,False
173,18.131824,0.104120,576.259023,False,False
174,18.235223,0.103399,578.332529,False,False
175,18.336263,0.101039,578.332529,False,False
176,18.440497,0.104235,578.951792,False,False
177,18.540428,0.099931,578.951792,False,False
178,18.646081,0.105652,577.913495,False,False
179,18.749716,0.103636,577.913495,False,False
180,18.853538,0.103822,578.264709,False,False
181,18.961122,0.107584,577.913495,False,False
182,19.064880,0.103759,578.264709,False,False
183,19.168060,0.103180,577.913495,False,False
184,19.272013,0.103952,578.264709,False,False
185,19.375333,0.103320,580.718843,False,False
186,19.479422,0.104089,581.507921,False,False
187,19.581253,0.101831,580.718843,False,False
188,19.683939,0.102685,584.309559,False,False
189,19.786037,0.102099,584.309559,False,False
