beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.096352,,615.876283,False,False
1,0.194394,0.098042,614.837673,False,False
2,0.291981,0.097587,615.876283,False,False
3,0.389239,0.097258,616.914894,False,False
4,0.486992,0.097753,614.837673,False,False
5,0.583904,0.096912,616.914894,False,False
6,0.676034,0.092131,616.914894,False,False
7,0.774389,0.098355,618.737603,False,False
8,0.868501,0.094112,619.120170,False,False
9,0.967742,0.099240,619.346907,False,False
10,1.064714,0.096972,619.346907,False,False
11,1.160216,0.095502,619.346907,False,False
12,1.257092,0.096876,619.346907,False,False
13,1.353007,0.095915,625.555400,False,False
14,1.452519,0.099512,625.962668,False,False
15,1.544633,0.092114,625.555400,False,False
16,1.640486,0.095852,625.555400,False,False
17,1.735362,0.094876,624.427458,False,False
18,1.838500,0.103138,624.427458,False,False
19,1.934588,0.096088,609.914398,False,False
20,2.032962,0.098374,609.914398,False,False
21,2.131481,0.098518,609.914398,False,False
22,2.231874,0.100394,609.914398,False,False
23,2.326999,0.095124,609.023291,False,False
24,2.423406,0.096408,606.726014,False,False
25,2.522298,0.098891,603.065348,False,False
26,2.621790,0.099492,603.065348,False,False
27,2.723488,0.101698,603.065348,False,False
28,2.824399,0.100911,603.065348,False,False
29,2.925107,0.100709,595.776895,False,False
30,3.020179,0.095072,595.776895,False,False
31,3.118134,0.097955,609.731489,False,False
32,3.220230,0.102096,611.261507,False,False
33,3.318634,0.098404,611.261507,False,False
34,3.411704,0.093071,611.261507,False,False
35,3.509862,0.098158,609.731489,False,False
36,3.609243,0.099381,611.261507,False,False
37,3.706677,0.097434,611.261507,False,False
38,3.807161,0.100484,603.736921,False,False
39,3.904291,0.097130,602.963007,False,False
40,4.004378,0.100088,602.963007,False,False
41,4.103887,0.099509,599.474095,False,False
42,4.204871,0.100984,602.963007,False,False
43,4.303758,0.098888,602.963007,False,False
44,4.404151,0.100392,606.747853,False,False
45,4.499176,0.095025,606.747853,False,False
46,4.594776,0.095600,620.501952,False,False
47,4.691101,0.096325,620.501952,False,False
48,4.790951,0.099850,622.892264,False,False
49,4.887647,0.096696,620.501952,False,False
50,4.989936,0.102289,620.501952,False,False
51,5.084648,0.094712,613.991744,False,False
52,5.187427,0.102779,617.555090,False,False
53,5.282302,0.094875,613.991744,False,False
54,5.380023,0.097721,617.555090,False,False
55,5.477180,0.097157,617.555090,False,False
56,5.580233,0.103053,621.096983,False,False
57,5.676836,0.096603,618.276177,False,False
58,5.772737,0.095901,618.276177,False,False
59,5.868185,0.095448,618.276177,False,False
60,5.965229,0.097044,618.276177,False,False
61,6.062905,0.097676,614.274807,False,False
62,6.162871,0.099965,614.274807,False,False
63,6.264358,0.101487,614.274807,False,False
64,6.366553,0.102196,614.274807,False,False
65,6.461428,0.094875,623.848444,False,False
66,6.556123,0.094695,623.848444,False,False
67,6.650235,0.094112,623.848444,False,False
68,6.746413,0.096177,628.202024,False,False
69,6.843973,0.097560,623.848444,False,False
70,6.944788,0.100815,623.848444,False,False
71,7.040298,0.095511,623.347891,False,False
72,7.136553,0.096254,623.347891,False,False
73,7.231382,0.094830,623.347891,False,False
74,7.330498,0.099116,623.347891,False,False
75,7.425477,0.094979,616.089551,False,False
76,7.524032,0.098555,611.611166,False,False
77,7.622133,0.098102,608.799139,False,False
78,7.719521,0.097388,608.799139,False,False
79,7.822637,0.103116,604.730413,False,False
80,7.927119,0.104482,604.730413,False,False
81,8.026337,0.099218,604.730413,False,False
82,8.127817,0.101479,598.229324,False,False
83,8.224889,0.097073,604.730413,False,False
84,8.317347,0.092458,618.093869,False,False
85,8.417643,0.100296,618.093869,False,False
86,8.511236,0.093593,621.492875,False,False
87,8.606451,0.095215,621.492875,False,False
88,8.705395,0.098943,621.492875,False,False
89,8.801937,0.096542,630.150031,False,False
90,8.901857,0.099920,630.150031,False,False
91,8.996966,0.095109,621.492875,False,False
92,9.088905,0.091939,621.492875,False,False
93,9.183542,0.094637,623.047914,False,False
94,9.280981,0.097440,625.686117,False,False
95,9.378412,0.097431,623.047914,False,False
96,9.474713,0.096301,623.047914,False,False
97,9.570607,0.095895,616.001372,False,False
98,9.668010,0.097402,616.001372,False,False
99,9.762171,0.094161,623.047914,False,False
100,9.864642,0.102472,616.001372,False,False
101,9.964152,0.099510,605.227036,False,False
102,10.059798,0.095645,605.227036,False,False
103,10.158934,0.099136,602.952997,False,False
104,10.261432,0.102499,605.227036,False,False
105,10.356503,0.095070,614.191212,False,False
106,10.457531,0.101028,614.191212,False,False
107,10.555220,0.097689,617.062614,False,False
108,10.652455,0.097235,617.062614,False,False
109,10.749511,0.097056,614.191212,False,False
110,10.845575,0.096064,614.191212,False,False
111,10.944517,0.098941,612.606651,False,False
112,11.048923,0.104406,610.643574,False,False
113,11.150159,0.101236,610.643574,False,False
114,11.248101,0.097942,606.420104,False,False
115,11.346358,0.098257,608.816633,False,False
116,11.442263,0.095905,610.643574,False,False
117,11.541419,0.099156,612.606651,False,False
118,11.639971,0.098552,621.404584,False,False
119,11.736526,0.096555,621.578684,False,False
120,11.833055,0.096528,621.404584,False,False
121,11.924695,0.091640,621.404584,False,False
122,12.016676,0.091981,621.404584,False,False
123,12.114439,0.097763,613.726657,False,False
124,12.215282,0.100843,613.726657,False,False
125,12.315853,0.100571,613.726657,False,False
126,12.414588,0.098735,613.726657,False,False
127,12.512170,0.097582,607.686976,False,False
128,12.604719,0.092549,611.204218,False,False
129,12.700718,0.095999,611.204218,False,False
130,12.799989,0.099271,614.868338,False,False
131,12.898156,0.098167,624.156179,False,False
132,12.997403,0.099247,624.156179,False,False
133,13.093532,0.096130,624.156179,False,False
134,13.186995,0.093463,624.156179,False,False
135,13.282488,0.095492,628.321872,False,False
136,13.376684,0.094196,628.321872,False,False
137,13.474306,0.097622,628.321872,False,False
138,13.567168,0.092863,614.617816,False,False
139,13.666309,0.099141,614.617816,False,False
140,13.766228,0.099919,608.864348,False,False
141,13.864772,0.098544,608.864348,False,False
142,13.957748,0.092976,608.864348,False,False
143,14.058131,0.100383,611.344836,False,False
144,14.152091,0.093961,613.205477,False,False
145,14.250236,0.098144,613.205477,False,False
146,14.345554,0.095319,613.205477,False,False
147,14.443401,0.097846,618.970798,False,False
148,14.541831,0.098431,618.970798,False,False
149,14.638766,0.096935,618.970798,False,False
150,14.735131,0.096365,618.970798,False,False
151,14.830644,0.095512,618.970798,False,False
152,14.928958,0.098314,622.632205,False,False
153,15.023632,0.094674,622.632205,False,False
154,15.122016,0.098384,619.955570,False,False
155,15.216218,0.094202,619.955570,False,False
156,15.314503,0.098286,620.980849,False,False
157,15.411284,0.096781,619.955570,False,False
158,15.505624,0.094340,619.955570,False,False
159,15.602245,0.096621,619.955570,False,False
160,15.702106,0.099861,620.980849,False,False
161,15.798920,0.096814,635.999290,False,False
162,15.889211,0.090291,620.980849,False,False
163,15.980885,0.091674,637.998495,False,False
164,16.074929,0.094044,637.998495,False,False
165,16.173866,0.098937,637.998495,False,False
166,16.264668,0.090802,626.807314,False,False
167,16.361399,0.096731,620.275530,False,False
168,16.457122,0.095723,620.275530,False,False
169,16.556125,0.099002,624.119690,False,False
170,16.657215,0.101090,620.275530,False,False
171,16.749696,0.092482,624.119690,False,False
172,16.845832,0.096135,624.119690,False,False
173,16.945888,0.100056,624.119690,False,False
174,17.041751,0.095863,625.890786,False,False
175,17.133767,0.092016,625.890786,False,False
176,17.233620,0.099853,625.890786,False,False
177,17.327451,0.093831,625.890786,False,False
178,17.419832,0.092381,619.120165,False,False
179,17.516867,0.097035,619.120165,False,False
180,17.613779,0.096912,630.979922,False,False
181,17.710853,0.097074,619.120165,False,False
182,17.804961,0.094108,618.331814,False,False
183,17.900051,0.095090,618.085537,False,False
184,17.999120,0.099069,617.235227,False,False
185,18.097273,0.098153,617.235227,False,False
186,18.197597,0.100324,611.289459,False,False
187,18.294804,0.097208,605.639799,False,False
188,18.386798,0.091994,611.289459,False,False
189,18.486431,0.099633,602.208664,False,False
190,18.586222,0.099791,602.208664,False,False
191,18.680592,0.094369,602.208664,False,False
192,18.780391,0.099800,602.208664,False,False
193,18.882045,0.101654,611.476308,False,False
194,18.980168,0.098123,613.470233,False,False
195,19.077973,0.097804,613.470233,False,False
196,19.169777,0.091805,623.344835,False,False
197,19.264963,0.095186,623.344835,False,False
198,19.358023,0.093060,627.720425,False,False
199,19.454278,0.096255,630.346856,False,False
200,19.550979,0.096701,630.346856,False,False
201,19.646563,0.095584,627.720425,False,False
202,19.740500,0.093937,626.063815,False,False
203,19.834175,0.093676,626.063815,False,False
204,19.931931,0.097755,627.720425,False,False
205,20.027767,0.095837,626.063815,False,False
206,20.128115,0.100347,626.063815,False,False
207,20.221906,0.093791,614.335008,False,False
208,20.321279,0.099373,614.335008,False,False
209,20.415374,0.094095,603.786562,False,False
210,20.513040,0.097667,614.335008,False,False
211,20.614527,0.101487,603.786562,False,False
212,20.714415,0.099888,614.335008,False,False
213,20.810975,0.096560,610.159528,False,False
214,20.911545,0.100570,610.159528,False,False
215,21.006417,0.094872,612.948991,False,False
216,21.104752,0.098335,612.948991,False,False
217,21.202639,0.097887,610.159528,False,False
218,21.297757,0.095118,612.948991,False,False
219,21.396585,0.098828,610.159528,False,False
220,21.498524,0.101938,612.948991,False,False
221,21.595101,0.096577,621.264566,False,False
222,21.696874,0.101773,607.114151,False,False
223,21.793436,0.096562,603.365305,False,False
224,21.889631,0.096196,621.264566,False,False
225,21.989074,0.099442,620.305631,False,False
226,22.088682,0.099609,620.305631,False,False
227,22.181420,0.092738,620.305631,False,False
228,22.278147,0.096727,620.305631,False,False
229,22.375742,0.097595,620.305631,False,False
230,22.470109,0.094367,620.305631,False,False
231,22.566184,0.096075,620.056926,False,False
232,22.662950,0.096765,619.783293,False,False
233,22.760040,0.097091,619.783293,False,False
234,22.856848,0.096808,619.463935,False,False
235,22.957949,0.101100,617.978500,False,False
236,23.054807,0.096858,617.978500,False,False
237,23.152407,0.097601,619.463935,False,False
238,23.251265,0.098858,619.463935,False,False
239,23.344235,0.092970,619.463935,False,False
240,23.440400,0.096166,623.923635,False,False
241,23.534054,0.093654,623.923635,False,False
242,23.634428,0.100374,623.923635,False,False
243,23.727422,0.092993,622.800803,False,False
244,23.824996,0.097574,622.800803,False,False
245,23.923023,0.098028,614.919123,False,False
246,24.019362,0.096339,614.919123,False,False
247,24.113151,0.093788,612.072009,False,False
248,24.211604,0.098453,612.072009,False,False
249,24.309756,0.098153,622.800803,False,False
250,24.411294,0.101537,627.952510,False,False
251,24.506842,0.095549,627.952510,False,False
252,24.600415,0.093573,630.768777,False,False
253,24.694774,0.094359,630.768777,False,False
254,24.789896,0.095122,635.868399,False,False
255,24.883699,0.093803,635.868399,False,False
256,24.979643,0.095944,630.768777,False,False
257,25.072822,0.093179,625.365320,False,False
258,25.173410,0.100587,625.365320,False,False
259,25.272239,0.098829,624.003694,False,False
260,25.368392,0.096153,623.106080,False,False
261,25.461098,0.092706,623.106080,False,False
262,25.558003,0.096905,623.106080,False,False
263,25.654295,0.096292,623.402853,False,False
264,25.750376,0.096081,623.106080,False,False
265,25.848523,0.098147,623.106080,False,False
266,25.944769,0.096246,623.106080,False,False
267,26.041392,0.096623,620.967391,False,False
268,26.134626,0.093234,611.329782,False,False
269,26.234832,0.100205,620.967391,False,False
270,26.333665,0.098833,609.057762,False,False
271,26.432178,0.098513,607.083573,False,False
272,26.524282,0.092105,607.083573,False,False
273,26.626269,0.101987,609.057762,False,False
274,26.725470,0.099201,614.397623,False,False
275,26.823127,0.097657,614.397623,False,False
276,26.919177,0.096051,614.397623,False,False
277,27.015980,0.096803,614.397623,False,False
278,27.114792,0.098811,614.397623,False,False
279,27.208762,0.093971,613.999388,False,False
280,27.307050,0.098287,613.213941,False,False
281,27.404895,0.097845,610.454979,False,False
282,27.502615,0.097720,613.213941,False,False
283,27.603251,0.100636,613.213941,False,False
284,27.706285,0.103035,613.999388,False,False
285,27.803225,0.096940,613.999388,False,False
286,27.896960,0.093735,605.813063,False,False
287,27.993711,0.096751,618.941769,False,False
288,28.092869,0.099159,620.149598,False,False
289,28.191910,0.099040,626.063781,False,False
290,28.284713,0.092803,622.834692,False,False
291,28.380550,0.095837,622.834692,False,False
292,28.473622,0.093073,626.063781,False,False
293,28.569956,0.096334,644.657315,False,False
294,28.667132,0.097176,626.063781,False,False
295,28.759669,0.092537,625.842756,False,False
296,28.851070,0.091400,622.834692,False,False
297,28.954574,0.103504,625.842756,False,False
298,29.050445,0.095871,629.697631,False,False
299,29.150067,0.099623,625.842756,False,False
300,29.245351,0.095284,625.842756,False,False
301,29.338530,0.093179,629.697631,False,False
302,29.435549,0.097019,639.600652,False,False
303,29.528446,0.092897,640.423189,False,False
304,29.622068,0.093622,640.423189,False,False
305,29.715877,0.093809,639.600652,False,False
