frame,time_s,x,y,motion,freezing
0,0.000000,320.993228,239.933172,,False
1,0.033333,320.989329,240.634441,1.284199,False
2,0.066667,321.196413,242.192194,2.981282,False
3,0.100000,320.335826,242.341636,1.631928,False
4,0.133333,320.456035,242.726957,0.809799,False
5,0.166667,321.824302,242.661971,2.592016,False
6,0.200000,321.097520,242.164872,1.765053,False
7,0.233333,320.258704,243.354723,2.453589,False
8,0.266667,319.563181,243.395054,1.240186,False
9,0.300000,320.020752,242.895132,1.159928,False
10,0.333333,320.729351,244.155053,2.437118,False
11,0.366667,320.804127,244.411197,0.457473,False
12,0.400000,319.609852,244.622786,2.267080,False
13,0.433333,319.495499,243.953360,1.250854,False
14,0.466667,320.254328,244.063439,1.580727,False
15,0.500000,318.979229,245.445809,3.656150,False
16,0.533333,317.765049,244.902779,2.160412,False
17,0.566667,317.553520,244.973856,0.381293,False
18,0.600000,317.619126,245.682388,1.466000,False
19,0.633333,317.735560,244.670416,2.129067,False
20,0.666667,317.912117,245.660443,2.199399,False
21,0.700000,317.818498,246.432341,1.351155,False
22,0.733333,318.068567,246.332697,0.549752,False
23,0.766667,317.908475,246.586752,0.636085,False
24,0.800000,318.346162,246.452628,0.856889,False
25,0.833333,320.524067,246.105697,3.783670,False
26,0.866667,320.441547,245.366626,1.328716,False
27,0.900000,320.113545,245.027337,0.830123,False
28,0.933333,320.803811,244.530734,2.033677,False
29,0.966667,320.305934,244.855521,1.278039,False
30,1.000000,318.901358,244.348035,2.812326,False
31,1.033333,318.772508,245.049932,1.701774,False
32,1.066667,317.921643,245.753661,2.005580,False
33,1.100000,318.494291,246.254423,1.589460,False
34,1.133333,318.476692,246.432833,0.324377,False
35,1.166667,318.820324,247.564008,2.068685,False
36,1.200000,318.399366,247.680241,0.774576,False
37,1.233333,318.746134,247.577324,0.784058,False
38,1.266667,317.838912,247.376160,1.885326,False
39,1.300000,317.576886,247.855645,1.200072,False
40,1.333333,316.889062,247.161889,1.772130,False
41,1.366667,318.695134,247.712366,3.368835,False
42,1.400000,318.027061,246.517716,2.917817,False
43,1.433333,318.664614,246.455466,1.183648,False
44,1.466667,318.133310,246.017243,1.185250,False
45,1.500000,317.633452,245.195829,1.772921,False
46,1.533333,315.292093,243.620314,5.244953,False
47,1.566667,314.184706,243.555765,2.158101,False
48,1.600000,314.559973,243.997921,0.979187,False
49,1.633333,313.751927,243.208197,1.859813,False
50,1.666667,313.468654,242.442248,1.733683,False
51,1.700000,311.241217,242.104410,4.112561,False
52,1.733333,311.278070,243.675761,2.885141,False
53,1.766667,309.611900,242.164456,3.862640,False
54,1.800000,310.339235,241.382272,1.828684,False
55,1.833333,311.153608,242.297536,2.295239,False
56,1.866667,311.486311,242.118262,0.607101,False
57,1.900000,311.891498,242.222711,0.719005,False
58,1.933333,312.172882,242.987727,1.588640,False
59,1.966667,312.438605,243.457955,0.995990,False
60,2.000000,311.792632,242.478764,2.066241,False
61,2.033333,312.126873,242.276802,0.745035,False
62,2.066667,312.947347,242.601946,1.403592,False
63,2.100000,311.080519,242.092008,3.436648,False
64,2.133333,312.431036,241.960249,2.420723,False
65,2.166667,312.379892,242.646347,1.400355,False
66,2.200000,311.477436,243.939964,2.842528,False
67,2.233333,312.365912,243.709288,1.915788,False
68,2.266667,313.020749,244.063337,1.513712,False
69,2.300000,314.086874,244.458837,1.951201,False
70,2.333333,315.165117,243.819235,2.576646,False
71,2.366667,314.700250,243.337676,1.117131,False
72,2.400000,314.014951,243.627705,1.164767,False
73,2.433333,314.231523,244.587600,1.961309,False
74,2.466667,314.068063,244.330672,0.517200,False
75,2.500000,313.989885,243.553510,1.416164,False
76,2.533333,314.116364,246.015054,4.525337,False
77,2.566667,313.631472,246.024669,0.813491,False
78,2.600000,314.783249,246.096103,1.737450,False
79,2.633333,314.598051,247.457880,3.212212,False
80,2.666667,315.447295,245.753681,3.466338,False
81,2.700000,314.771979,246.263612,1.609591,False
82,2.733333,315.157439,245.604958,1.453680,False
83,2.766667,315.578389,245.855373,0.977509,False
84,2.800000,315.112306,245.398473,1.171413,False
85,2.833333,316.552947,245.805321,2.750548,False
86,2.866667,315.352010,245.858431,2.352895,False
87,2.900000,315.645550,245.503631,0.797912,False
88,2.933333,317.618188,245.378948,3.799502,False
89,2.966667,318.185689,243.881945,3.328579,False
90,3.000000,318.084616,243.713700,0.353138,False
91,3.033333,318.954781,243.477474,1.752861,False
92,3.066667,319.254949,241.751914,3.546780,False
93,3.100000,318.710207,241.380101,1.326313,False
94,3.133333,318.675324,241.426527,0.116865,False
95,3.166667,318.788091,240.346728,1.618273,False
96,3.200000,318.960352,240.862310,0.904891,False
97,3.233333,317.577206,240.255584,2.844872,False
98,3.266667,317.691556,241.219034,1.778185,False
99,3.300000,317.271887,241.121553,0.770566,False
100,3.333333,317.484549,240.773588,0.700169,False
101,3.366667,317.330106,240.608398,0.458591,False
102,3.400000,316.000925,239.945075,2.849670,False
103,3.433333,314.791267,239.822040,2.428702,False
104,3.466667,314.616839,240.348816,1.088160,False
105,3.500000,314.286088,240.080665,0.721227,False
106,3.533333,314.206290,240.032424,0.149727,False
107,3.566667,313.583479,239.563492,1.209508,False
108,3.600000,315.337074,239.755821,3.190367,False
109,3.633333,314.714294,240.311714,1.519204,False
110,3.666667,313.884429,240.447792,1.967803,False
111,3.700000,314.420709,241.464032,2.040904,False
112,3.733333,315.393151,241.356539,1.891194,False
113,3.766667,314.647438,240.126663,2.416589,False
114,3.800000,315.171231,240.801254,1.483677,False
115,3.833333,314.121061,241.135172,1.745216,False
116,3.866667,313.981512,240.723562,0.789014,False
117,3.900000,313.532862,240.214297,1.276725,False
118,3.933333,312.100393,238.586776,4.564687,False
119,3.966667,313.063950,238.088833,1.816996,False
120,4.000000,313.738790,237.340007,1.648899,False
121,4.033333,315.056486,237.920527,2.711564,False
122,4.066667,315.973885,237.776178,1.660074,False
123,4.100000,316.213359,237.462271,0.641932,False
124,4.133333,314.580180,237.257287,3.395723,False
125,4.166667,314.925941,238.165233,1.610974,False
126,4.200000,316.608353,238.690323,3.240520,False
127,4.233333,317.212091,237.829093,1.860280,False
128,4.266667,317.541364,238.588010,1.494419,False
129,4.300000,317.775986,237.941994,1.367324,False
130,4.333333,318.254477,238.230013,1.003659,False
131,4.366667,320.747395,238.510405,4.623835,False
132,4.400000,321.040223,239.310895,1.325142,False
133,4.433333,321.563522,238.104585,2.717659,False
134,4.466667,319.139297,236.633258,5.598293,False
135,4.500000,318.566849,236.067499,1.267012,False
136,4.533333,317.793781,236.004897,1.267686,False
137,4.566667,317.680115,236.279494,0.559989,False
138,4.600000,316.891705,235.064851,2.485413,False
139,4.633333,316.724526,235.207820,0.454200,False
140,4.666667,315.236069,235.261179,2.728660,False
141,4.700000,314.769119,234.073083,2.673479,False
142,4.733333,314.527549,234.028039,0.437161,False
143,4.766667,314.531562,234.596124,1.014681,False
144,4.800000,313.883415,233.257798,2.474646,False
145,4.833333,314.239853,233.354129,0.672660,False
146,4.866667,314.342317,234.714100,2.403700,False
147,4.900000,314.086637,234.248544,1.032847,False
148,4.933333,313.317672,234.787011,2.157376,False
149,4.966667,314.558761,233.343596,3.490406,False
150,5.000000,314.694832,233.147259,0.474123,False
