beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.091873,,659.501024,False,False
1,0.183296,0.091424,662.715943,False,False
2,0.272495,0.089198,662.618230,False,False
3,0.363031,0.090537,662.715943,False,False
4,0.452880,0.089849,667.787605,False,False
5,0.543443,0.090563,667.787605,False,False
6,0.629317,0.085874,667.787605,False,False
7,0.716793,0.087476,673.657553,False,False
8,0.806881,0.090088,673.657553,False,False
9,0.895947,0.089066,673.657553,False,False
10,0.981393,0.085446,666.017944,False,False
11,1.073991,0.092598,666.017944,False,False
12,1.169016,0.095026,652.604765,False,False
13,1.260956,0.091939,652.604765,False,False
14,1.350220,0.089264,652.604765,False,False
15,1.445443,0.095224,655.719336,False,False
16,1.536946,0.091503,664.268828,False,False
17,1.627271,0.090325,664.268828,False,False
18,1.716094,0.088823,663.068656,False,False
19,1.803948,0.087854,663.068656,False,False
20,1.894436,0.090488,664.268828,False,False
21,1.986418,0.091981,663.068656,False,False
22,2.080058,0.093641,658.292038,False,False
23,2.168748,0.088690,652.308286,False,False
24,2.259893,0.091145,652.308286,False,False
25,2.355327,0.095433,647.888657,False,False
26,2.447935,0.092609,658.292038,False,False
27,2.538344,0.090409,658.292038,False,False
28,2.631029,0.092684,647.888657,False,False
29,2.720897,0.089869,654.457124,False,False
30,2.809687,0.088790,654.457124,False,False
31,2.903975,0.094288,647.357802,False,False
32,2.995654,0.091679,654.457124,False,False
33,3.090249,0.094595,643.517926,False,False
34,3.185432,0.095183,643.517926,False,False
35,3.275027,0.089595,654.457124,False,False
36,3.368264,0.093237,660.641562,False,False
37,3.457740,0.089475,660.641562,False,False
38,3.548560,0.090821,666.707547,False,False
39,3.637099,0.088539,660.641562,False,False
40,3.729437,0.092338,661.138930,False,False
41,3.819432,0.089994,661.138930,False,False
42,3.911918,0.092487,663.376383,False,False
43,4.002671,0.090752,661.138930,False,False
44,4.093117,0.090446,663.376383,False,False
45,4.181233,0.088116,661.138930,False,False
46,4.272751,0.091518,663.376383,False,False
47,4.358248,0.085497,663.376383,False,False
48,4.450027,0.091779,655.606384,False,False
49,4.537439,0.087412,655.606384,False,False
50,4.631900,0.094462,653.746598,False,False
51,4.724466,0.092565,653.746598,False,False
52,4.814392,0.089927,659.508823,False,False
53,4.906660,0.092267,650.525133,False,False
54,4.997637,0.090977,650.525133,False,False
55,5.085855,0.088218,659.508823,False,False
56,5.178088,0.092233,650.525133,False,False
57,5.270667,0.092579,650.525133,False,False
58,5.361206,0.090539,650.525133,False,False
59,5.454721,0.093515,650.525133,False,False
60,5.548088,0.093367,650.987347,False,False
61,5.640256,0.092168,656.946060,False,False
62,5.727225,0.086970,650.987347,False,False
63,5.818557,0.091332,656.946060,False,False
64,5.908703,0.090146,665.584053,False,False
65,6.002624,0.093921,665.584053,False,False
66,6.086881,0.084256,656.946060,False,False
67,6.176093,0.089213,665.584053,False,False
68,6.269414,0.093321,644.333814,False,False
69,6.362534,0.093119,644.333814,False,False
70,6.448946,0.086412,644.333814,False,False
71,6.542679,0.093733,644.333814,False,False
72,6.636040,0.093362,644.963075,False,False
73,6.727522,0.091481,647.979396,False,False
74,6.820550,0.093029,647.979396,False,False
75,6.910415,0.089865,655.871543,False,False
76,7.003011,0.092596,655.999393,False,False
77,7.094474,0.091463,657.140358,False,False
78,7.181992,0.087518,657.140358,False,False
79,7.273297,0.091305,656.238512,False,False
80,7.361932,0.088635,656.238512,False,False
81,7.454704,0.092772,656.238512,False,False
82,7.546134,0.091430,656.238512,False,False
83,7.638459,0.092325,649.881419,False,False
84,7.731088,0.092629,649.643329,False,False
85,7.820200,0.089112,649.881419,False,False
86,7.913320,0.093120,649.881419,False,False
87,8.005679,0.092358,649.643329,False,False
88,8.093631,0.087952,653.957110,False,False
89,8.185380,0.091749,653.957110,False,False
90,8.282305,0.096925,660.846616,False,False
91,8.370453,0.088149,660.846616,False,False
92,8.459349,0.088895,660.846616,False,False
93,8.550141,0.090793,666.775699,False,False
94,8.641010,0.090869,666.775699,False,False
95,8.730996,0.089985,666.775699,False,False
96,8.820058,0.089063,660.846616,False,False
97,8.915711,0.095653,666.775699,False,False
98,9.003254,0.087544,666.775699,False,False
99,9.095727,0.092473,651.409581,False,False
100,9.184598,0.088871,651.409581,False,False
101,9.276706,0.092108,675.137285,False,False
102,9.369302,0.092596,651.409581,False,False
103,9.457600,0.088298,651.409581,False,False
104,9.545945,0.088345,651.409581,False,False
105,9.638507,0.092562,648.213482,False,False
106,9.734031,0.095524,648.213482,False,False
107,9.824041,0.090010,648.213482,False,False
108,9.917198,0.093157,648.213482,False,False
109,10.009955,0.092757,652.481852,False,False
110,10.101911,0.091957,652.481852,False,False
111,10.193265,0.091354,649.786965,False,False
112,10.282402,0.089137,649.786965,False,False
113,10.374740,0.092338,652.481852,False,False
114,10.469438,0.094698,656.785662,False,False
115,10.562716,0.093278,649.786965,False,False
116,10.652535,0.089819,649.786965,False,False
117,10.742360,0.089825,653.075711,False,False
118,10.837349,0.094989,653.075711,False,False
119,10.928901,0.091552,655.366178,False,False
120,11.020774,0.091873,653.075711,False,False
121,11.113319,0.092546,653.075711,False,False
122,11.200735,0.087416,655.366178,False,False
123,11.293817,0.093082,656.644182,False,False
124,11.381736,0.087920,656.887860,False,False
125,11.473110,0.091374,656.887860,False,False
126,11.564254,0.091144,656.887860,False,False
127,11.655594,0.091340,658.297218,False,False
128,11.747458,0.091863,658.297218,False,False
129,11.836904,0.089446,658.297218,False,False
130,11.927376,0.090472,663.188809,False,False
131,12.017424,0.090048,663.188809,False,False
132,12.110457,0.093033,663.188809,False,False
133,12.199732,0.089275,659.791714,False,False
134,12.292822,0.093090,649.982260,False,False
135,12.383760,0.090938,649.017527,False,False
136,12.476070,0.092310,649.982260,False,False
137,12.568517,0.092447,649.982260,False,False
138,12.662679,0.094161,649.982260,False,False
139,12.754353,0.091674,649.017527,False,False
140,12.838327,0.083975,649.017527,False,False
141,12.932478,0.094151,645.640587,False,False
142,13.025409,0.092931,654.492782,False,False
143,13.116252,0.090843,660.478603,False,False
144,13.209533,0.093281,660.478603,False,False
145,13.298435,0.088902,660.478603,False,False
146,13.385741,0.087306,674.722571,False,False
147,13.471482,0.085741,674.722571,False,False
148,13.566383,0.094901,674.722571,False,False
149,13.655308,0.088925,673.926385,False,False
150,13.744339,0.089030,673.860090,False,False
151,13.833378,0.089039,672.047129,False,False
152,13.922815,0.089437,673.860090,False,False
153,14.015182,0.092367,672.047129,False,False
154,14.104461,0.089279,670.866687,False,False
155,14.192461,0.088000,670.866687,False,False
156,14.284538,0.092076,672.047129,False,False
157,14.376405,0.091867,672.047129,False,False
158,14.464157,0.087752,666.320248,False,False
159,14.552488,0.088331,663.073366,False,False
160,14.642535,0.090047,663.073366,False,False
161,14.733022,0.090488,663.073366,False,False
162,14.825208,0.092186,663.073366,False,False
163,14.915750,0.090542,663.073366,False,False
164,15.006549,0.090798,663.073366,False,False
165,15.095364,0.088815,662.676836,False,False
166,15.182772,0.087408,675.560643,False,False
167,15.270614,0.087843,675.560643,False,False
168,15.361544,0.090929,675.560643,False,False
169,15.449102,0.087558,667.168779,False,False
170,15.539034,0.089932,664.427268,False,False
171,15.631578,0.092544,664.427268,False,False
172,15.723928,0.092350,667.168779,False,False
173,15.814231,0.090303,665.074225,False,False
174,15.904153,0.089922,665.074225,False,False
175,15.992825,0.088672,665.074225,False,False
176,16.083041,0.090215,667.242095,False,False
177,16.172057,0.089017,667.242095,False,False
178,16.263544,0.091487,665.074225,False,False
179,16.351704,0.088160,665.074225,False,False
180,16.442047,0.090342,668.791203,False,False
181,16.532808,0.090761,664.140201,False,False
182,16.622522,0.089714,668.791203,False,False
183,16.711481,0.088959,664.140201,False,False
184,16.806354,0.094874,661.074291,False,False
185,16.895174,0.088820,657.088189,False,False
186,16.987280,0.092106,652.977830,False,False
187,17.079933,0.092653,652.977830,False,False
188,17.171245,0.091312,657.088189,False,False
189,17.263131,0.091887,657.088189,False,False
190,17.352996,0.089865,657.088189,False,False
191,17.440763,0.087767,657.088189,False,False
