frame,time_s,x,y,motion,freezing
0,0.000000,319.942179,240.011271,,True
1,0.033333,319.916588,240.017592,0.052610,True
2,0.066667,319.983663,239.990204,0.133451,True
3,0.100000,319.961609,239.829434,0.274761,True
4,0.133333,319.921870,239.803721,0.092293,True
5,0.166667,319.904774,239.835872,0.060488,True
6,0.200000,319.857272,239.927260,0.213790,True
7,0.233333,319.726225,239.981299,0.295271,True
8,0.266667,319.726882,240.019166,0.071675,True
9,0.300000,319.765988,240.058044,0.111415,True
10,0.333333,319.726492,240.070043,0.076804,True
11,0.366667,319.712425,240.082474,0.029163,True
12,0.400000,319.766048,240.095714,0.103981,True
13,0.433333,319.755156,240.077964,0.040716,True
14,0.466667,319.771748,240.024639,0.119779,True
15,0.500000,319.797437,240.019739,0.042667,True
16,0.533333,319.790408,239.956354,0.110735,True
17,0.566667,319.794850,240.037832,0.138381,True
18,0.600000,319.859746,239.969611,0.162494,True
19,0.633333,319.927350,240.003489,0.139863,True
20,0.666667,319.832469,239.899865,0.243842,True
21,0.700000,319.920535,239.924459,0.161056,True
22,0.733333,319.913212,239.866944,0.100735,True
23,0.766667,319.906147,239.826036,0.076842,True
24,0.800000,319.966596,239.786449,0.119197,True
25,0.833333,319.970835,239.635366,0.313218,True
26,0.866667,319.987591,239.694998,0.118092,True
27,0.900000,319.988083,239.680124,0.025769,True
28,0.933333,319.969083,239.716621,0.061479,True
29,0.966667,319.827661,239.696841,0.237455,True
30,1.000000,319.835979,239.781415,0.140501,True
31,1.033333,319.709059,239.784843,0.234035,True
32,1.066667,319.731995,239.876438,0.170303,True
33,1.100000,319.666406,239.961139,0.166614,True
34,1.133333,319.658109,240.003080,0.081875,True
35,1.166667,319.586464,240.135132,0.273833,True
36,1.200000,319.558779,240.236901,0.194877,True
37,1.233333,319.537283,240.169142,0.134935,True
38,1.266667,319.540218,240.180176,0.018170,True
39,1.300000,319.583839,240.265595,0.199552,True
40,1.333333,319.561841,240.209582,0.095757,True
41,1.366667,319.662299,240.283507,0.226848,True
42,1.400000,319.596972,240.201958,0.174974,True
43,1.433333,319.492486,240.141790,0.217882,True
