frame,time_s,x,y,motion,freezing
0,0.000000,320.093479,239.962692,,False
1,0.033333,319.946958,240.158968,0.478655,False
2,0.066667,321.368187,241.033423,3.190098,False
3,0.100000,322.169999,240.187000,2.083424,False
4,0.133333,321.774279,241.124642,1.506329,False
5,0.166667,322.471741,240.069777,2.607238,False
6,0.200000,322.740853,240.669536,1.210274,False
7,0.233333,320.938085,241.226743,3.976927,False
8,0.266667,322.039359,241.738194,2.741128,False
9,0.300000,322.484790,241.912512,0.863436,False
10,0.333333,322.418282,242.377172,1.123263,False
11,0.366667,322.815479,240.864927,2.331303,False
12,0.400000,322.511204,240.373070,1.054924,False
13,0.433333,322.291875,239.204880,2.081042,False
14,0.466667,321.475029,239.641616,2.133982,False
15,0.500000,321.162772,239.813334,0.760375,False
16,0.533333,321.205815,239.498925,0.793938,False
17,0.566667,320.886692,238.993353,1.207399,False
18,0.600000,320.567724,238.744623,0.681883,False
19,0.633333,320.610284,237.380325,2.192340,False
20,0.666667,321.067941,237.869502,1.359136,False
21,0.700000,321.034883,236.388374,2.606829,False
22,0.733333,319.109445,236.991776,3.662451,False
23,0.766667,319.719691,236.975825,1.214629,False
24,0.800000,318.652664,236.777528,1.935773,False
25,0.833333,318.812238,236.816114,0.277864,False
26,0.866667,318.744024,235.534072,2.120348,False
27,0.900000,316.952402,234.245894,3.680668,False
28,0.933333,316.965411,233.991393,0.527119,False
29,0.966667,317.701690,234.622498,1.892185,False
30,1.000000,317.821315,233.991971,1.376109,False
31,1.033333,317.620808,234.973854,2.106680,False
32,1.066667,317.979549,236.531140,2.932781,False
33,1.100000,317.760725,236.516780,0.410108,False
34,1.133333,318.482831,236.030940,1.634910,False
35,1.166667,317.367381,235.801795,2.086378,False
36,1.200000,318.439627,236.480951,2.632013,False
37,1.233333,317.777066,236.095644,1.377089,False
38,1.266667,317.396319,234.741486,2.504515,False
39,1.300000,316.563209,234.594372,1.310119,False
40,1.333333,316.175959,235.623942,1.701122,False
41,1.366667,314.762801,236.405784,3.188963,False
42,1.400000,313.898443,234.890840,3.440147,False
43,1.433333,315.241471,234.731890,2.112132,False
44,1.466667,314.603079,233.682020,2.388544,False
45,1.500000,315.008060,232.815864,1.869904,False
46,1.533333,316.066918,231.251848,3.296096,False
47,1.566667,315.982462,230.896484,0.642923,False
48,1.600000,316.752065,230.213825,1.914662,False
49,1.633333,317.524860,229.523713,1.835396,False
50,1.666667,316.526883,229.265130,1.821214,False
51,1.700000,314.804593,230.050132,3.256037,False
52,1.733333,314.060971,229.068490,2.468398,False
53,1.766667,313.229082,228.511888,1.484929,False
54,1.800000,313.753848,229.615521,2.084493,False
55,1.833333,313.784219,230.367310,1.271221,False
56,1.866667,314.306110,229.742219,1.354474,False
57,1.900000,314.451519,230.512665,2.004303,False
58,1.933333,314.820790,229.500742,1.770543,False
59,1.966667,315.935307,229.203017,2.354420,False
60,2.000000,316.731201,228.848265,1.498051,False
61,2.033333,317.645625,227.787176,2.591866,False
62,2.066667,317.272050,228.028866,0.814421,False
63,2.100000,317.828787,228.179727,1.113029,False
64,2.133333,317.018629,228.266882,1.725174,False
65,2.166667,317.051116,228.160912,0.192532,False
66,2.200000,317.788363,227.625421,1.883310,False
67,2.233333,316.903906,228.876132,2.785437,False
68,2.266667,315.829037,228.141786,2.080569,False
69,2.300000,316.490187,227.198394,2.056352,False
70,2.333333,317.555337,227.791812,2.317337,False
71,2.366667,317.343603,227.457776,0.720429,False
72,2.400000,318.003664,228.196876,1.586468,False
73,2.433333,318.500059,228.168473,0.958808,False
74,2.466667,320.051935,229.279544,3.607676,False
75,2.500000,319.261679,229.711654,1.760947,False
76,2.533333,319.421750,230.239941,1.079092,False
77,2.566667,317.988831,231.490766,3.636129,False
78,2.600000,317.909604,231.083357,0.749531,False
79,2.633333,318.138603,230.166527,1.869643,False
80,2.666667,318.758311,230.639947,1.673806,False
81,2.700000,318.245858,232.006943,3.576222,False
82,2.733333,319.110966,232.132943,1.745101,False
83,2.766667,319.347404,232.956165,1.427865,False
84,2.800000,318.312564,231.424726,2.982196,False
85,2.833333,317.233382,230.755460,2.383161,False
86,2.866667,316.187806,231.611344,2.674462,False
87,2.900000,317.482785,230.705591,2.858869,False
88,2.933333,315.939815,231.218173,2.953013,False
89,2.966667,316.681822,231.047588,1.355061,False
90,3.000000,317.034696,231.493718,0.993470,False
91,3.033333,318.358818,230.327716,3.409834,False
92,3.066667,319.690589,231.777798,3.809238,False
93,3.100000,320.152673,232.016701,0.913169,False
94,3.133333,320.148925,232.032314,0.038089,True
95,3.166667,320.081908,232.114971,0.213023,True
96,3.200000,320.027979,232.135252,0.092388,True
97,3.233333,319.990535,232.249438,0.232658,True
