beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.102775,,588.309600,False,False
1,0.207406,0.104631,592.817442,False,False
2,0.307924,0.100519,588.309600,False,False
3,0.409136,0.101212,592.817442,False,False
4,0.510085,0.100949,592.817442,False,False
5,0.614743,0.104658,592.817442,False,False
6,0.714933,0.100190,580.401976,False,False
7,0.822696,0.107763,580.401976,False,False
8,0.927112,0.104416,577.019413,False,False
9,1.030489,0.103377,580.401976,False,False
10,1.126322,0.095834,580.401976,False,False
11,1.230305,0.103983,580.401976,False,False
12,1.329509,0.099204,580.613836,False,False
13,1.432848,0.103339,597.077445,False,False
14,1.542298,0.109450,597.077445,False,False
15,1.641524,0.099226,597.077445,False,False
16,1.742014,0.100489,584.672078,False,False
17,1.842421,0.100407,597.077445,False,False
18,1.947318,0.104898,597.077445,False,False
19,2.049940,0.102622,596.110915,False,False
20,2.149355,0.099415,596.110915,False,False
21,2.253179,0.103824,596.110915,False,False
22,2.353831,0.100652,603.530509,False,False
23,2.448409,0.094578,603.530509,False,False
24,2.547464,0.099055,596.110915,False,False
25,2.643969,0.096504,596.110915,False,False
26,2.746617,0.102649,595.290583,False,False
27,2.851194,0.104577,584.517809,False,False
28,2.951986,0.100791,584.517809,False,False
29,3.060774,0.108789,584.517809,False,False
30,3.165670,0.104895,573.738753,False,False
31,3.266718,0.101048,584.971797,False,False
32,3.369287,0.102569,584.971797,False,False
33,3.474804,0.105517,584.971797,False,False
34,3.576971,0.102166,587.277023,False,False
35,3.676112,0.099141,587.277023,False,False
36,3.778751,0.102639,587.277023,False,False
37,3.880331,0.101580,587.277023,False,False
38,3.978837,0.098507,590.668313,False,False
39,4.083865,0.105028,590.668313,False,False
40,4.187214,0.103349,601.481806,False,False
41,4.286968,0.099754,603.781174,False,False
42,4.385900,0.098932,603.781174,False,False
43,4.485132,0.099232,603.781174,False,False
44,4.584506,0.099374,604.644707,False,False
45,4.682999,0.098493,604.644707,False,False
46,4.787239,0.104239,603.781174,False,False
47,4.885989,0.098751,596.674739,False,False
48,4.990394,0.104405,596.674739,False,False
49,5.093077,0.102682,584.326622,False,False
50,5.193634,0.100557,585.459881,False,False
51,5.294038,0.100404,585.459881,False,False
52,5.399082,0.105044,585.459881,False,False
53,5.501566,0.102484,585.459881,False,False
54,5.598644,0.097079,584.248220,False,False
55,5.703603,0.104959,576.831379,False,False
56,5.806300,0.102696,584.137574,False,False
57,5.913647,0.107347,581.126659,False,False
58,6.017663,0.104017,581.126659,False,False
59,6.120379,0.102716,584.137574,False,False
60,6.223626,0.103248,584.137574,False,False
61,6.325306,0.101679,590.090981,False,False
62,6.425231,0.099926,590.634835,False,False
63,6.526817,0.101586,591.317928,False,False
64,6.628285,0.101468,591.317928,False,False
65,6.725506,0.097221,591.317928,False,False
66,6.826916,0.101410,590.634835,False,False
67,6.930022,0.103107,582.188274,False,False
68,7.035356,0.105334,581.922156,False,False
69,7.141616,0.106260,581.922156,False,False
70,7.244675,0.103059,581.922156,False,False
71,7.348211,0.103535,582.066212,False,False
72,7.448536,0.100326,582.188274,False,False
73,7.551618,0.103081,590.301504,False,False
74,7.648843,0.097226,590.301504,False,False
75,7.748811,0.099968,597.818492,False,False
76,7.850454,0.101643,590.301504,False,False
77,7.952846,0.102392,590.301504,False,False
78,8.053211,0.100365,590.301504,False,False
79,8.158207,0.104995,590.301504,False,False
80,8.261672,0.103465,592.975107,False,False
81,8.361557,0.099885,592.985241,False,False
82,8.462742,0.101185,592.985241,False,False
83,8.563925,0.101183,592.985241,False,False
84,8.663984,0.100059,594.762914,False,False
85,8.764864,0.100881,592.985241,False,False
86,8.870316,0.105452,592.985241,False,False
87,8.969798,0.099482,587.897117,False,False
88,9.075225,0.105427,587.897117,False,False
89,9.177284,0.102059,576.000872,False,False
90,9.282098,0.104814,576.000872,False,False
91,9.382085,0.099987,575.686946,False,False
92,9.486251,0.104167,576.000872,False,False
93,9.590474,0.104223,576.000872,False,False
94,9.695217,0.104742,593.824437,False,False
95,9.793002,0.097785,593.824437,False,False
96,9.894041,0.101040,598.140167,False,False
97,9.993348,0.099306,598.140167,False,False
98,10.093659,0.100311,598.140167,False,False
99,10.191379,0.097720,598.140167,False,False
100,10.292846,0.101467,598.140167,False,False
101,10.396326,0.103480,598.140167,False,False
102,10.494897,0.098571,608.698381,False,False
103,10.595632,0.100735,606.313701,False,False
104,10.693465,0.097833,606.313701,False,False
105,10.790575,0.097110,608.698381,False,False
106,10.889534,0.098959,613.287824,False,False
107,10.993079,0.103545,613.287824,False,False
108,11.090900,0.097820,606.313701,False,False
109,11.188657,0.097758,602.669316,False,False
