beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.096853,,617.943455,False,False
1,0.194125,0.097272,616.826936,False,False
2,0.294367,0.100242,617.943455,False,False
3,0.391288,0.096921,616.826936,False,False
4,0.489747,0.098459,616.826936,False,False
5,0.582746,0.092999,619.059975,False,False
6,0.681991,0.099245,626.806224,False,False
7,0.777714,0.095723,626.806224,False,False
8,0.871487,0.093773,636.301484,False,False
9,0.965342,0.093855,626.806224,False,False
10,1.062148,0.096806,629.222680,False,False
11,1.156443,0.094295,630.699014,False,False
12,1.255205,0.098762,629.222680,False,False
13,1.350561,0.095356,624.637599,False,False
14,1.445693,0.095133,629.222680,False,False
15,1.541749,0.096056,629.222680,False,False
16,1.640678,0.098929,629.222680,False,False
17,1.733827,0.093149,628.574910,False,False
18,1.827011,0.093184,628.574910,False,False
19,1.925761,0.098750,634.370154,False,False
20,2.021215,0.095454,634.370154,False,False
21,2.115797,0.094582,634.370154,False,False
22,2.210032,0.094236,628.574910,False,False
23,2.306479,0.096447,634.370154,False,False
24,2.395875,0.089396,634.370154,False,False
25,2.491663,0.095788,626.383448,False,False
26,2.584910,0.093246,622.470621,False,False
27,2.681639,0.096729,626.383448,False,False
28,2.778029,0.096390,626.383448,False,False
29,2.875282,0.097253,627.852700,False,False
30,2.968885,0.093603,622.470621,False,False
31,3.064449,0.095564,622.943931,False,False
32,3.159387,0.094938,627.852700,False,False
33,3.256043,0.096657,627.852700,False,False
34,3.352360,0.096317,625.764579,False,False
35,3.446506,0.094146,622.943931,False,False
36,3.542389,0.095883,621.541674,False,False
37,3.638923,0.096534,621.541674,False,False
38,3.739297,0.100374,621.541674,False,False
39,3.837073,0.097776,618.699185,False,False
40,3.934051,0.096978,618.699185,False,False
41,4.029679,0.095628,618.699185,False,False
42,4.127899,0.098220,618.699185,False,False
43,4.223329,0.095429,626.922253,False,False
44,4.319034,0.095706,627.428468,False,False
45,4.416590,0.097555,626.922253,False,False
46,4.510484,0.093895,626.922253,False,False
47,4.605348,0.094864,626.922253,False,False
48,4.702627,0.097279,623.661889,False,False
49,4.798833,0.096206,632.485053,False,False
50,4.890023,0.091190,632.485053,False,False
51,4.986590,0.096566,638.137805,False,False
52,5.080613,0.094024,644.128974,False,False
53,5.173762,0.093149,644.128974,False,False
54,5.265373,0.091611,638.137805,False,False
55,5.358023,0.092650,644.128974,False,False
56,5.452658,0.094635,644.128974,False,False
57,5.549016,0.096358,634.016906,False,False
58,5.641669,0.092652,634.016906,False,False
59,5.743120,0.101451,634.016906,False,False
60,5.839155,0.096035,640.330079,False,False
61,5.932857,0.093702,640.330079,False,False
62,6.024658,0.091801,627.441115,False,False
63,6.114977,0.090320,627.441115,False,False
64,6.211099,0.096122,627.441115,False,False
65,6.306726,0.095627,626.936205,False,False
66,6.404915,0.098189,626.936205,False,False
67,6.504972,0.100058,624.208381,False,False
68,6.600676,0.095704,626.936205,False,False
69,6.692567,0.091892,626.936205,False,False
70,6.788735,0.096167,639.222304,False,False
71,6.882557,0.093823,639.222304,False,False
72,6.976421,0.093864,639.504096,False,False
73,7.067897,0.091476,639.504096,False,False
74,7.163728,0.095831,639.504096,False,False
75,7.255464,0.091736,639.222304,False,False
76,7.346343,0.090879,635.388899,False,False
77,7.443010,0.096667,635.388899,False,False
78,7.537440,0.094430,635.388899,False,False
79,7.634368,0.096928,633.119461,False,False
80,7.727626,0.093257,630.055805,False,False
81,7.824798,0.097173,633.119461,False,False
82,7.919567,0.094769,633.119461,False,False
83,8.014797,0.095230,641.194378,False,False
84,8.106854,0.092057,633.119461,False,False
85,8.200430,0.093575,633.119461,False,False
86,8.293948,0.093518,638.552834,False,False
87,8.388755,0.094808,638.552834,False,False
88,8.485972,0.097217,638.552834,False,False
89,8.579934,0.093962,632.860788,False,False
90,8.674811,0.094876,632.860788,False,False
91,8.768687,0.093877,634.745585,False,False
92,8.865863,0.097176,634.745585,False,False
93,8.960389,0.094526,634.745585,False,False
94,9.053357,0.092967,634.745585,False,False
95,9.150428,0.097071,622.065242,False,False
96,9.243622,0.093194,622.065242,False,False
97,9.340075,0.096453,621.625235,False,False
98,9.436596,0.096521,621.625235,False,False
99,9.537876,0.101280,621.625235,False,False
100,9.635794,0.097918,613.732747,False,False
101,9.728871,0.093077,613.732747,False,False
102,9.826633,0.097762,613.732747,False,False
103,9.926146,0.099512,625.060267,False,False
104,10.018662,0.092516,644.629816,False,False
105,10.110655,0.091994,645.362369,False,False
106,10.206646,0.095991,645.362369,False,False
107,10.294284,0.087638,645.362369,False,False
108,10.387255,0.092971,645.362369,False,False
109,10.485332,0.098077,625.060267,False,False
110,10.583495,0.098163,620.040431,False,False
