beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.089312,,656.003646,False,False
1,0.183032,0.093720,669.032708,False,False
2,0.269572,0.086541,670.416112,False,False
3,0.363487,0.093915,670.722314,False,False
4,0.453169,0.089682,669.032708,False,False
5,0.541409,0.088240,669.032708,False,False
6,0.630865,0.089456,662.806489,False,False
7,0.721389,0.090524,669.032708,False,False
8,0.812501,0.091112,668.598418,False,False
9,0.903737,0.091236,668.598418,False,False
10,0.992732,0.088996,662.806489,False,False
11,1.082472,0.089740,668.598418,False,False
12,1.171123,0.088651,668.598418,False,False
13,1.263334,0.092211,668.598418,False,False
14,1.351750,0.088416,650.683063,False,False
15,1.445456,0.093707,648.083311,False,False
16,1.539822,0.094366,648.083311,False,False
17,1.632715,0.092893,648.083311,False,False
18,1.725296,0.092581,648.083311,False,False
19,1.816321,0.091025,651.541431,False,False
20,1.907683,0.091362,656.728424,False,False
21,1.998862,0.091179,657.581183,False,False
22,2.090951,0.092089,657.581183,False,False
23,2.178059,0.087108,657.581183,False,False
24,2.269303,0.091243,657.581183,False,False
25,2.360632,0.091329,656.963059,False,False
26,2.450317,0.089685,657.581183,False,False
27,2.543882,0.093566,657.581183,False,False
28,2.638824,0.094941,656.963059,False,False
29,2.729148,0.090325,664.271161,False,False
30,2.817589,0.088441,658.686630,False,False
31,2.909848,0.092259,663.831291,False,False
32,2.999836,0.089988,664.271161,False,False
33,3.090926,0.091090,663.831291,False,False
34,3.181310,0.090384,663.831291,False,False
35,3.270985,0.089675,663.831291,False,False
36,3.361723,0.090738,661.243768,False,False
37,3.449283,0.087560,661.243768,False,False
38,3.540128,0.090845,661.243768,False,False
39,3.633720,0.093592,660.466279,False,False
40,3.724769,0.091049,660.466279,False,False
41,3.811984,0.087215,660.466279,False,False
42,3.903556,0.091571,658.987422,False,False
43,3.991723,0.088167,671.389338,False,False
44,4.081090,0.089367,671.548324,False,False
45,4.172759,0.091669,671.389338,False,False
46,4.262105,0.089346,671.389338,False,False
