frame,time_s,x,y,motion,freezing
0,0.000000,320.331217,240.731514,,
1,0.033333,319.360902,239.802491,2.343974,
2,0.066667,320.426017,238.480201,3.683749,
3,0.100000,319.973981,238.049494,1.002720,
4,0.133333,320.390501,237.828607,1.003689,
5,0.166667,321.425539,237.357023,2.205551,
6,0.200000,321.612653,237.799369,0.952516,
7,0.233333,322.427624,236.289213,3.257805,
8,0.266667,322.278516,235.326077,1.976023,
9,0.300000,323.110930,234.890399,1.814014,
10,0.333333,323.460138,235.415080,1.121255,
11,0.366667,323.653214,236.310256,1.833923,
12,0.400000,322.796816,236.334279,1.509341,
13,0.433333,321.755696,236.173743,1.746022,
14,0.466667,321.462610,235.938117,0.705588,
15,0.500000,321.606843,236.033014,0.435899,
16,0.533333,320.687701,236.145588,1.524246,
17,0.566667,319.694728,236.353674,1.822043,
18,0.600000,319.029150,235.416117,2.049946,
19,0.633333,320.151247,234.499209,2.580762,
20,0.666667,320.795210,235.409634,1.976039,
21,0.700000,320.874545,235.700874,0.529972,
22,0.733333,321.704858,234.647503,2.372945,
23,0.766667,320.679715,234.742669,2.037695,
24,0.800000,320.671911,234.768840,0.051015,
25,0.833333,320.505938,234.018926,1.588094,
26,0.866667,319.792857,233.218592,2.349265,
27,0.900000,319.358076,234.182945,1.670141,
28,0.933333,318.938465,235.512273,2.346533,
29,0.966667,319.400987,236.256441,1.670178,
30,1.000000,319.774490,237.094986,1.494191,
31,1.033333,321.228285,238.730670,3.797278,
32,1.066667,321.062075,237.751722,2.079412,
33,1.100000,321.076933,238.389234,1.536219,
34,1.133333,321.837577,238.238415,1.487911,
35,1.166667,322.812459,238.166718,2.502706,
36,1.200000,323.620998,238.881738,1.951563,
37,1.233333,325.018399,239.447623,2.955441,
38,1.266667,325.098133,239.356287,0.225931,
39,1.300000,325.117011,239.338322,0.051588,
40,1.333333,324.967895,239.306716,0.272311,
41,1.366667,324.965956,239.226823,0.150048,
42,1.400000,324.954054,239.216055,0.036526,
43,1.433333,324.954890,239.235008,0.028010,
44,1.466667,324.907934,239.171583,0.153132,
45,1.500000,324.907508,239.081496,0.300283,
46,1.533333,324.951008,239.150889,0.152531,
47,1.566667,324.926318,239.178151,0.067624,
48,1.600000,324.867315,239.106548,0.172662,
49,1.633333,324.918687,239.131841,0.111925,
50,1.666667,324.956661,239.150330,0.069828,
51,1.700000,324.893353,239.155445,0.137271,
52,1.733333,325.017319,239.060613,0.327610,
53,1.766667,325.017509,239.147544,0.157371,
54,1.800000,325.120083,239.223109,0.275741,
55,1.833333,325.054978,239.216600,0.126680,
56,1.866667,325.013204,239.165355,0.118057,
57,1.900000,324.975685,239.176901,0.071136,
58,1.933333,325.018017,239.230957,0.121977,
59,1.966667,325.021477,239.320066,0.158522,
60,2.000000,324.982419,239.320343,0.083471,
61,2.033333,324.937008,239.305738,0.096668,
62,2.066667,324.912853,239.347188,0.081952,
63,2.100000,324.964632,239.291859,0.140313,
64,2.133333,324.961575,239.156369,0.210789,
65,2.166667,324.982312,239.181632,0.062554,
66,2.200000,325.034414,239.239959,0.139946,
67,2.233333,325.022401,239.184254,0.102358,
68,2.266667,325.019333,239.240686,0.107146,
69,2.300000,325.036041,239.333726,0.181508,
70,2.333333,324.993223,239.347878,0.068652,
71,2.366667,325.003212,239.328279,0.040392,
72,2.400000,325.021767,239.310735,0.067979,
73,2.433333,324.998820,239.264170,0.103963,
74,2.466667,325.042481,239.153077,0.233750,
75,2.500000,325.111868,239.143274,0.143531,
76,2.533333,325.082027,239.088670,0.133609,
77,2.566667,325.092012,239.198210,0.201298,
78,2.600000,325.098635,239.341895,0.287727,
79,2.633333,325.089219,239.406699,0.128076,
80,2.666667,325.083259,239.415174,0.016857,
81,2.700000,325.163091,239.362568,0.169212,
82,2.733333,325.158094,239.282714,0.120728,
83,2.766667,325.200338,239.295569,0.080448,
84,2.800000,325.232582,239.325633,0.068081,
85,2.833333,325.248847,239.383850,0.111826,
