beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.095601,,626.948427,False,False
1,0.191404,0.095803,626.287729,False,False
2,0.289224,0.097820,626.948427,False,False
3,0.384164,0.094940,627.609124,False,False
4,0.483095,0.098931,626.287729,False,False
5,0.577806,0.094711,625.886160,False,False
6,0.671873,0.094067,625.886160,False,False
7,0.767863,0.095990,625.066913,False,False
8,0.863727,0.095864,625.886160,False,False
9,0.960786,0.097059,625.066913,False,False
10,1.062026,0.101240,618.178589,False,False
11,1.156309,0.094283,618.178589,False,False
12,1.253631,0.097322,618.178589,False,False
13,1.351967,0.098336,626.414789,False,False
14,1.447750,0.095783,626.414789,False,False
15,1.541008,0.093257,626.414789,False,False
16,1.635324,0.094316,628.420187,False,False
17,1.732491,0.097168,634.610963,False,False
18,1.826401,0.093910,634.610963,False,False
19,1.921879,0.095478,628.420187,False,False
20,2.016425,0.094546,619.744016,False,False
21,2.113821,0.097396,619.744016,False,False
22,2.210635,0.096814,619.744016,False,False
23,2.309833,0.099198,619.744016,False,False
24,2.408992,0.099158,616.041506,False,False
25,2.505570,0.096578,619.744016,False,False
26,2.602238,0.096667,620.684306,False,False
27,2.700070,0.097832,621.256585,False,False
28,2.795721,0.095651,626.767737,False,False
29,2.890230,0.094509,626.767737,False,False
30,2.985959,0.095729,627.092795,False,False
31,3.081639,0.095680,627.280792,False,False
32,3.177572,0.095933,627.092795,False,False
33,3.271967,0.094395,627.092795,False,False
34,3.365893,0.093926,627.706415,False,False
35,3.463695,0.097802,627.706415,False,False
36,3.559248,0.095553,627.706415,False,False
37,3.654834,0.095586,627.706415,False,False
38,3.751591,0.096757,627.706415,False,False
39,3.851443,0.099852,627.706415,False,False
40,3.946107,0.094664,620.111181,False,False
41,4.039957,0.093851,620.111181,False,False
42,4.136925,0.096968,618.761030,False,False
43,4.234715,0.097790,633.823037,False,False
44,4.327758,0.093043,639.140288,False,False
45,4.427598,0.099840,639.140288,False,False
46,4.520550,0.092952,639.140288,False,False
47,4.614426,0.093876,639.140288,False,False
48,4.708216,0.093789,626.186917,False,False
49,4.804034,0.095818,626.186917,False,False
50,4.900393,0.096359,622.669308,False,False
