beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.096858,,604.818145,False,False
1,0.195763,0.098905,606.642434,False,False
2,0.295609,0.099846,612.871194,False,False
3,0.395113,0.099504,619.099953,False,False
4,0.489428,0.094316,606.642434,False,False
5,0.586343,0.096915,619.099953,False,False
6,0.681839,0.095496,628.300302,False,False
7,0.781265,0.099426,628.300302,False,False
8,0.873212,0.091946,628.300302,False,False
9,0.967104,0.093892,628.300302,False,False
10,1.066190,0.099086,620.586765,False,False
11,1.159302,0.093112,620.586765,False,False
12,1.256356,0.097054,620.586765,False,False
13,1.353038,0.096683,618.213979,False,False
14,1.451626,0.098588,620.586765,False,False
15,1.541542,0.089916,620.586765,False,False
16,1.644993,0.103450,620.586765,False,False
17,1.740847,0.095855,625.947947,False,False
18,1.831876,0.091028,626.889912,False,False
19,1.930117,0.098241,625.947947,False,False
20,2.025828,0.095711,625.947947,False,False
21,2.119066,0.093238,626.889912,False,False
22,2.219999,0.100934,625.049234,False,False
23,2.315992,0.095992,625.049234,False,False
24,2.410358,0.094366,625.049234,False,False
25,2.507376,0.097018,618.439356,False,False
26,2.604749,0.097373,625.049234,False,False
27,2.695223,0.090474,633.088138,False,False
28,2.796414,0.101190,618.439356,False,False
29,2.891187,0.094774,616.187449,False,False
30,2.984989,0.093802,633.088138,False,False
31,3.084674,0.099685,611.817452,False,False
32,3.184580,0.099906,620.590663,False,False
33,3.276747,0.092167,612.455772,False,False
34,3.374816,0.098068,612.455772,False,False
35,3.471498,0.096682,620.590663,False,False
36,3.569464,0.097966,632.293151,False,False
37,3.664357,0.094893,620.590663,False,False
38,3.759116,0.094759,632.293151,False,False
39,3.853813,0.094697,632.293151,False,False
40,3.951373,0.097561,633.182648,False,False
41,4.045000,0.093627,633.182648,False,False
42,4.142418,0.097418,633.600924,False,False
43,4.236349,0.093931,633.129540,False,False
44,4.332103,0.095754,633.129540,False,False
45,4.425256,0.093153,633.129540,False,False
46,4.520023,0.094767,633.129540,False,False
47,4.619808,0.099785,626.608721,False,False
48,4.714271,0.094462,632.592575,False,False
49,4.814174,0.099903,632.592575,False,False
50,4.911874,0.097700,632.592575,False,False
51,5.006721,0.094848,635.174820,False,False
52,5.100388,0.093667,632.592575,False,False
53,5.192260,0.091872,638.691882,False,False
54,5.281435,0.089175,638.691882,False,False
55,5.376662,0.095227,638.691882,False,False
56,5.470604,0.093942,630.073106,False,False
57,5.570329,0.099725,616.893787,False,False
58,5.667591,0.097261,614.995781,False,False
59,5.765152,0.097562,614.411991,False,False
60,5.863202,0.098050,614.361374,False,False
61,5.965057,0.101855,614.361374,False,False
62,6.062712,0.097654,614.361374,False,False
63,6.160374,0.097662,612.610527,False,False
64,6.260877,0.100503,614.361374,False,False
65,6.355291,0.094414,614.361374,False,False
66,6.453232,0.097942,614.361374,False,False
67,6.544633,0.091401,612.610527,False,False
68,6.642657,0.098024,635.497443,False,False
69,6.734114,0.091457,624.594438,False,False
70,6.832732,0.098618,636.336919,False,False
71,6.927022,0.094290,624.594438,False,False
72,7.023084,0.096062,624.594438,False,False
73,7.117254,0.094170,620.897481,False,False
74,7.213889,0.096634,620.897481,False,False
75,7.311220,0.097332,620.897481,False,False
76,7.408933,0.097713,620.897481,False,False
77,7.507201,0.098269,616.755429,False,False
78,7.598999,0.091797,616.449761,False,False
79,7.692494,0.093495,614.044131,False,False
80,7.789777,0.097283,616.755429,False,False
81,7.888753,0.098976,624.710221,False,False
82,7.987030,0.098277,616.755429,False,False
83,8.081294,0.094264,616.755429,False,False
84,8.177338,0.096045,624.710221,False,False
85,8.276482,0.099144,626.788377,False,False
86,8.369365,0.092883,628.009578,False,False
87,8.465091,0.095726,628.009578,False,False
88,8.556982,0.091891,635.197573,False,False
89,8.652521,0.095540,635.197573,False,False
90,8.744405,0.091884,628.009578,False,False
91,8.838864,0.094459,628.009578,False,False
92,8.935081,0.096217,624.043346,False,False
93,9.031228,0.096147,624.043346,False,False
94,9.130344,0.099116,624.043346,False,False
95,9.228909,0.098565,623.593301,False,False
96,9.322095,0.093187,608.735482,False,False
97,9.415532,0.093437,608.735482,False,False
98,9.515077,0.099546,608.735482,False,False
99,9.615786,0.100708,614.524820,False,False
100,9.713422,0.097636,602.739332,False,False
101,9.814254,0.100832,602.739332,False,False
102,9.910903,0.096649,608.339276,False,False
103,10.011942,0.101039,614.524820,False,False
