frame,time_s,x,y,motion,freezing
0,0.000000,319.384821,239.068335,,False
1,0.033333,318.882668,239.026346,0.989105,False
2,0.066667,319.347397,238.047955,1.937536,False
3,0.100000,319.451802,237.517985,1.146710,False
4,0.133333,318.651794,239.705139,3.917668,False
5,0.166667,317.986222,239.945514,1.178327,False
6,0.200000,319.138876,240.078950,2.237613,False
7,0.233333,319.183267,240.046879,0.123829,False
8,0.266667,320.137549,239.288713,2.545939,False
9,0.300000,321.081994,240.083019,2.655645,False
10,0.333333,321.131674,239.136418,1.935576,False
11,0.366667,321.532543,239.225334,0.919213,False
12,0.400000,321.871188,237.935240,2.308877,False
13,0.433333,321.240909,238.427706,1.534528,False
14,0.466667,321.794552,237.922896,1.360931,False
15,0.500000,321.169969,237.751731,1.426076,False
16,0.533333,320.666814,239.014771,2.085814,False
17,0.566667,321.333935,239.418745,1.467514,False
18,0.600000,321.316038,240.291320,1.585704,False
19,0.633333,322.613568,240.099648,2.746601,False
20,0.666667,322.403179,239.399338,1.577703,False
21,0.700000,321.060774,239.592752,2.102146,False
22,0.733333,321.418908,241.348401,3.448199,False
23,0.766667,319.848134,241.344172,2.654579,False
24,0.800000,319.984610,240.548718,1.373378,False
25,0.833333,319.201580,240.947977,1.820662,False
26,0.866667,318.958565,241.139942,0.583498,False
27,0.900000,318.601558,241.938883,1.621160,False
28,0.933333,318.981986,241.267855,1.465744,False
29,0.966667,318.859696,241.139126,0.325803,False
30,1.000000,319.860953,240.821825,1.988590,False
31,1.033333,319.424762,241.812253,2.008619,False
32,1.066667,319.156005,241.920595,0.477481,False
33,1.100000,319.250694,241.027791,1.669426,False
34,1.133333,318.943069,241.273688,0.706431,False
35,1.166667,319.357932,240.946644,0.942258,False
36,1.200000,320.297236,239.972757,2.312628,False
37,1.233333,321.266860,240.472158,1.844810,False
38,1.266667,320.939797,239.633456,1.708227,False
39,1.300000,321.140952,238.975534,1.291331,False
40,1.333333,321.285177,239.048704,0.287415,False
41,1.366667,321.137515,240.648674,3.485051,False
42,1.400000,321.780911,239.558341,2.365621,False
43,1.433333,322.623445,240.366847,1.960550,False
44,1.466667,321.625055,240.050926,1.920819,False
45,1.500000,321.220403,238.613319,2.886851,False
46,1.533333,321.380079,239.486537,1.665765,False
47,1.566667,322.081430,239.659071,1.517898,False
48,1.600000,321.437767,239.394016,1.326255,False
49,1.633333,321.406225,238.914506,0.757515,False
50,1.666667,321.322396,237.812047,2.299804,False
51,1.700000,323.195217,239.266272,4.620897,False
52,1.733333,323.041852,240.201368,1.852939,False
53,1.766667,325.519548,240.866927,4.903351,False
54,1.800000,324.886756,240.237580,1.638086,False
55,1.833333,326.070184,240.531635,2.277152,False
56,1.866667,326.572211,241.162835,1.678556,False
57,1.900000,325.701209,240.457553,2.419451,False
58,1.933333,325.858668,240.072029,0.730390,False
59,1.966667,325.435248,238.793697,2.374685,False
60,2.000000,326.378203,238.119006,2.237225,False
61,2.033333,327.313302,239.827442,3.436871,False
62,2.066667,326.236767,240.461419,1.956608,False
63,2.100000,325.816464,240.410897,0.744216,False
64,2.133333,325.535541,241.259433,1.650808,False
65,2.166667,324.666552,241.474984,1.878327,False
66,2.200000,324.505738,241.748042,0.533158,False
67,2.233333,325.446219,241.746805,2.073971,False
68,2.266667,324.935284,242.556447,1.689400,False
69,2.300000,325.222740,242.040012,1.083385,False
70,2.333333,324.185018,241.530448,2.317263,False
71,2.366667,324.882375,241.957646,1.354001,False
72,2.400000,324.293514,241.406970,1.744411,False
73,2.433333,323.545657,241.757025,1.646994,False
74,2.466667,323.137450,240.944897,1.551080,False
75,2.500000,324.288470,240.542680,2.400946,False
76,2.533333,325.284994,239.809425,1.996384,False
77,2.566667,324.231446,240.864384,2.354806,False
78,2.600000,324.289863,240.641389,0.415588,False
79,2.633333,322.814863,239.567090,3.861563,False
80,2.666667,323.810701,239.732252,1.868122,False
81,2.700000,323.031538,240.398745,2.151578,False
82,2.733333,323.490115,240.465228,0.950722,False
83,2.766667,323.178137,240.986370,1.052639,False
84,2.800000,323.508510,239.652163,2.935062,False
85,2.833333,324.289957,239.081360,1.695786,False
86,2.866667,323.746041,238.131870,2.113524,False
87,2.900000,322.893238,236.452562,3.615002,False
88,2.933333,322.219395,236.914137,1.478925,False
89,2.966667,322.003161,236.951557,0.429022,False
90,3.000000,323.099288,237.303146,2.429563,False
91,3.033333,321.217976,237.328944,3.865163,False
92,3.066667,320.159513,237.203382,1.738480,False
93,3.100000,319.395820,238.258541,2.433478,False
94,3.133333,319.735530,237.869147,1.035639,False
95,3.166667,320.139834,237.999181,0.748988,False
96,3.200000,321.321353,238.912254,2.342691,False
97,3.233333,321.532135,239.939718,1.661175,False
