beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.093302,,648.702368,False,False
1,0.186561,0.093260,654.041072,False,False
2,0.277838,0.091277,655.691660,False,False
3,0.369575,0.091737,654.956188,False,False
4,0.459345,0.089769,657.342247,False,False
5,0.548601,0.089256,657.342247,False,False
6,0.640210,0.091609,654.956188,False,False
7,0.729613,0.089403,668.379232,False,False
8,0.828303,0.098690,654.956188,False,False
9,0.920462,0.092159,654.956188,False,False
10,1.009728,0.089266,665.338770,False,False
11,1.101458,0.091730,654.093160,False,False
12,1.191638,0.090180,665.338770,False,False
13,1.279755,0.088117,668.991040,False,False
14,1.374809,0.095054,665.338770,False,False
15,1.463392,0.088584,668.991040,False,False
16,1.553080,0.089687,668.991040,False,False
17,1.650147,0.097067,652.208338,False,False
18,1.736859,0.086713,652.208338,False,False
19,1.831175,0.094316,652.208338,False,False
20,1.923170,0.091995,646.887875,False,False
21,2.015922,0.092752,652.208338,False,False
22,2.104440,0.088518,646.887875,False,False
23,2.198402,0.093962,646.887875,False,False
24,2.287538,0.089136,646.887875,False,False
25,2.385136,0.097598,673.130770,False,False
26,2.479745,0.094609,673.130770,False,False
27,2.567561,0.087816,673.130770,False,False
28,2.655569,0.088008,660.250073,False,False
29,2.743806,0.088237,660.250073,False,False
30,2.837676,0.093870,660.250073,False,False
31,2.928551,0.090875,659.052725,False,False
32,3.025364,0.096813,659.052725,False,False
33,3.118745,0.093381,653.782547,False,False
34,3.209785,0.091040,653.782547,False,False
35,3.299979,0.090194,653.782547,False,False
36,3.391752,0.091774,653.782547,False,False
37,3.485149,0.093397,659.052725,False,False
38,3.574492,0.089343,660.260802,False,False
39,3.666677,0.092185,653.782547,False,False
40,3.757551,0.090873,660.260802,False,False
41,3.847997,0.090446,663.376015,False,False
42,3.940005,0.092008,663.376015,False,False
43,4.029880,0.089875,663.376015,False,False
44,4.119160,0.089280,666.508333,False,False
45,4.209094,0.089934,666.508333,False,False
46,4.300050,0.090956,666.508333,False,False
47,4.390071,0.090021,659.660260,False,False
48,4.482846,0.092775,659.161222,False,False
49,4.573871,0.091025,656.450906,False,False
50,4.665272,0.091401,656.450906,False,False
51,4.759176,0.093904,656.450906,False,False
52,4.853034,0.093858,659.161222,False,False
53,4.939185,0.086151,656.450906,False,False
