beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.106174,,571.650938,False,False
1,0.209946,0.103772,565.111331,False,False
2,0.318699,0.108754,560.295884,False,False
3,0.419849,0.101150,565.111331,False,False
4,0.527881,0.108032,568.633933,False,False
5,0.635896,0.108015,562.756110,False,False
6,0.740624,0.104728,562.756110,False,False
7,0.846140,0.105516,562.756110,False,False
8,0.952758,0.106618,566.923019,False,False
9,1.059667,0.106909,568.633933,False,False
10,1.162494,0.102827,568.633933,False,False
11,1.268329,0.105834,566.923019,False,False
12,1.369493,0.101165,583.506341,False,False
13,1.470685,0.101192,583.506341,False,False
14,1.577142,0.106457,573.639198,False,False
15,1.677814,0.100672,575.182045,False,False
16,1.786337,0.108523,575.182045,False,False
17,1.890932,0.104595,575.182045,False,False
18,1.995247,0.104315,589.276191,False,False
19,2.095748,0.100501,575.182045,False,False
20,2.197568,0.101820,575.182045,False,False
21,2.298926,0.101357,575.182045,False,False
22,2.403343,0.104418,574.615215,False,False
23,2.511103,0.107759,574.615215,False,False
24,2.616771,0.105668,574.615215,False,False
25,2.722109,0.105338,569.595783,False,False
26,2.823986,0.101877,569.595783,False,False
27,2.927210,0.103224,581.259779,False,False
28,3.035120,0.107911,581.259779,False,False
29,3.135795,0.100675,581.259779,False,False
30,3.236340,0.100545,581.259779,False,False
31,3.340330,0.103990,578.230483,False,False
32,3.447633,0.107302,578.230483,False,False
33,3.549360,0.101727,576.975784,False,False
34,3.653124,0.103765,567.765797,False,False
35,3.765079,0.111954,567.765797,False,False
36,3.873329,0.108250,576.464367,False,False
37,3.979006,0.105677,576.464367,False,False
38,4.080751,0.101745,576.464367,False,False
39,4.184834,0.104083,576.464367,False,False
40,4.288643,0.103809,577.981816,False,False
41,4.389439,0.100796,577.981816,False,False
42,4.499607,0.110167,576.464367,False,False
43,4.602890,0.103284,577.981816,False,False
44,4.709118,0.106227,564.825839,False,False
45,4.816319,0.107201,564.825839,False,False
46,4.917701,0.101382,564.825839,False,False
47,5.028525,0.110823,564.825839,False,False
48,5.134521,0.105996,566.056688,False,False
49,5.243287,0.108766,566.758267,False,False
50,5.348684,0.105398,566.056688,False,False
51,5.454548,0.105864,566.758267,False,False
52,5.560413,0.105865,566.766584,False,False
53,5.669213,0.108800,566.766584,False,False
54,5.772026,0.102813,566.758267,False,False
55,5.873606,0.101580,566.758267,False,False
56,5.980772,0.107166,561.718707,False,False
57,6.087587,0.106815,572.473408,False,False
58,6.192395,0.104808,563.044015,False,False
59,6.300417,0.108021,563.044015,False,False
60,6.403341,0.102924,572.473408,False,False
61,6.509905,0.106564,573.261489,False,False
62,6.609707,0.099803,582.952471,False,False
63,6.710239,0.100532,590.685210,False,False
64,6.814903,0.104664,590.685210,False,False
65,6.916480,0.101577,590.685210,False,False
66,7.015917,0.099437,573.261489,False,False
67,7.123580,0.107663,573.261489,False,False
68,7.230659,0.107078,565.280936,False,False
69,7.336800,0.106142,565.280936,False,False
70,7.437918,0.101117,565.280936,False,False
71,7.544930,0.107012,565.280936,False,False
72,7.650986,0.106056,565.280936,False,False
73,7.754884,0.103899,565.739689,False,False
74,7.861792,0.106908,565.739689,False,False
75,7.969431,0.107638,567.951442,False,False
76,8.073315,0.103884,577.484820,False,False
77,8.173581,0.100267,577.037613,False,False
78,8.279224,0.105643,577.037613,False,False
79,8.382693,0.103469,577.037613,False,False
80,8.486673,0.103979,577.037613,False,False
81,8.595267,0.108595,567.951442,False,False
82,8.704082,0.108815,577.037613,False,False
83,8.806229,0.102147,556.741902,False,False
84,8.915506,0.109277,556.188997,False,False
85,9.018942,0.103436,556.741902,False,False
86,9.126712,0.107770,574.410413,False,False
87,9.234589,0.107877,566.550800,False,False
88,9.339044,0.104455,566.550800,False,False
89,9.438720,0.099676,566.550800,False,False
90,9.544624,0.105904,569.229940,False,False
91,9.651963,0.107339,571.498570,False,False
92,9.757369,0.105406,569.229940,False,False
93,9.858692,0.101323,569.229940,False,False
94,9.963679,0.104987,571.498570,False,False
95,10.072202,0.108523,572.045791,False,False
96,10.177089,0.104887,574.116712,False,False
97,10.281597,0.104508,572.045791,False,False
98,10.384583,0.102985,572.045791,False,False
99,10.486024,0.101441,574.116712,False,False
100,10.591345,0.105321,582.057634,False,False
101,10.697382,0.106038,582.607298,False,False
102,10.797929,0.100547,588.473633,False,False
103,10.901012,0.103083,582.057634,False,False
104,11.002971,0.101959,582.057634,False,False
105,11.104733,0.101763,584.493429,False,False
106,11.211216,0.106483,582.057634,False,False
107,11.317686,0.106470,584.493429,False,False
108,11.420339,0.102653,577.158328,False,False
109,11.524297,0.103958,575.842943,False,False
110,11.626340,0.102044,575.842943,False,False
111,11.730535,0.104195,575.842943,False,False
112,11.837967,0.107432,564.678646,False,False
113,11.948060,0.110093,564.678646,False,False
114,12.055228,0.107167,564.678646,False,False
115,12.161483,0.106255,560.496971,False,False
116,12.263266,0.101783,564.678646,False,False
117,12.363352,0.100086,571.034776,False,False
118,12.470400,0.107048,571.034776,False,False
119,12.573305,0.102905,583.059312,False,False
120,12.678378,0.105072,578.260082,False,False
121,12.789414,0.111036,571.034776,False,False
122,12.890697,0.101283,574.777877,False,False
