frame,time_s,x,y,motion,freezing
0,0.000000,320.617440,239.549500,,False
1,0.033333,322.127103,239.692652,3.339338,False
2,0.066667,323.164369,241.094359,3.036199,False
3,0.100000,322.896937,240.913498,0.555394,False
4,0.133333,322.179624,240.885378,1.355111,False
5,0.166667,320.758820,240.033224,2.649147,False
6,0.200000,319.727897,240.357002,1.724429,False
7,0.233333,319.950534,241.155942,1.471170,False
8,0.266667,321.505604,242.346660,3.466690,False
9,0.300000,320.615195,242.015403,1.778004,False
10,0.333333,320.486723,244.636756,5.282301,False
11,0.366667,319.921574,244.398552,1.234906,False
12,0.400000,319.349157,244.818448,1.288596,False
13,0.433333,318.867703,245.000768,0.968999,False
14,0.466667,318.057164,243.905393,2.210604,False
15,0.500000,318.951934,244.808636,2.149344,False
16,0.533333,319.196722,243.422102,3.114643,False
17,0.566667,319.501010,243.347985,0.650843,False
18,0.600000,320.894252,243.265592,2.813151,False
19,0.633333,321.362265,243.522029,0.972992,False
20,0.666667,321.088542,243.763526,0.612140,False
21,0.700000,321.514202,242.859944,1.848765,False
22,0.733333,321.019968,242.791627,0.908921,False
23,0.766667,320.548951,243.680137,1.661560,False
24,0.800000,319.549116,243.438670,1.922947,False
25,0.833333,320.219073,243.561319,1.367695,False
26,0.866667,321.452543,243.536518,2.443421,False
27,0.900000,322.505469,242.764971,2.374404,False
28,0.933333,324.269925,242.815722,3.492749,False
29,0.966667,324.345274,243.625248,1.814083,False
30,1.000000,324.030082,243.569890,0.616514,False
31,1.033333,325.527462,243.557566,2.890075,False
32,1.066667,326.131454,243.557054,1.087683,False
33,1.100000,326.689092,243.601653,1.083461,False
34,1.133333,327.705141,243.754519,2.029102,False
35,1.166667,327.904202,243.760089,0.376883,False
36,1.200000,329.891329,243.812915,4.506212,False
37,1.233333,329.708893,244.391310,1.161258,False
38,1.266667,330.422882,244.621126,1.336828,False
39,1.300000,330.059063,244.432749,0.699744,False
40,1.333333,329.960504,244.869057,0.717295,False
41,1.366667,328.787624,245.392825,2.787216,False
42,1.400000,328.237494,246.342918,1.855561,False
43,1.433333,327.198310,247.358143,3.100332,False
44,1.466667,327.884581,247.043786,1.394577,False
45,1.500000,327.313702,246.827993,1.053881,False
46,1.533333,327.470116,246.946004,0.325126,False
47,1.566667,327.573428,247.176345,0.439074,False
48,1.600000,329.078176,246.505975,2.973753,False
49,1.633333,327.277719,246.726487,3.846161,False
50,1.666667,326.845780,248.227828,3.444720,False
51,1.700000,327.445213,248.831238,1.550680,False
52,1.733333,327.835115,248.580296,0.882059,False
53,1.766667,327.426783,249.520049,1.683559,False
54,1.800000,326.662064,250.307546,2.364864,False
55,1.833333,327.129677,250.606984,1.040623,False
56,1.866667,325.816951,250.279015,2.492322,False
57,1.900000,325.898872,249.316488,2.057883,False
58,1.933333,325.169609,250.334271,2.686199,False
59,1.966667,325.130963,251.436523,2.110867,False
60,2.000000,324.838628,250.254726,2.358906,False
61,2.033333,324.863139,250.529184,0.533217,False
62,2.066667,324.958595,250.801520,0.513144,False
63,2.100000,325.125845,251.734544,1.561798,False
64,2.133333,324.600773,251.713757,1.073472,False
65,2.166667,324.240681,251.349472,0.965955,False
66,2.200000,324.618472,249.340294,4.314706,False
67,2.233333,324.020350,249.091216,1.211507,False
68,2.266667,324.078074,247.376569,3.971270,False
69,2.300000,323.322578,247.825543,1.544741,False
70,2.333333,323.802080,247.548420,1.201102,False
71,2.366667,324.411715,245.571914,3.929641,False
72,2.400000,324.734102,246.228883,1.286228,False
73,2.433333,323.590045,245.319129,2.472734,False
74,2.466667,324.642447,244.087121,3.217642,False
75,2.500000,326.087982,244.087847,2.823520,False
76,2.533333,326.381932,243.020706,2.250465,False
77,2.566667,326.669252,241.678227,2.534046,False
78,2.600000,327.598341,240.411608,2.423731,False
79,2.633333,328.406501,239.796283,1.882630,False
80,2.666667,328.346971,238.747291,2.275917,False
81,2.700000,328.297099,238.660350,0.168532,False
82,2.733333,329.374111,240.178927,3.078681,False
83,2.766667,330.456109,240.685016,2.165388,False
84,2.800000,330.860785,241.259846,1.166184,False
85,2.833333,330.265387,242.262410,2.459857,False
86,2.866667,329.308553,240.804229,3.625637,False
87,2.900000,328.638506,241.543783,2.022777,False
88,2.933333,328.532982,241.800252,0.471225,False
89,2.966667,328.601123,241.874575,0.198131,True
90,3.000000,328.523256,241.916594,0.202343,True
