beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.103014,,582.280949,False,False
1,0.208007,0.104993,582.117022,False,False
2,0.311079,0.103072,582.280949,False,False
3,0.413521,0.102443,582.444875,False,False
4,0.519710,0.106188,582.117022,False,False
5,0.620617,0.100907,582.117022,False,False
6,0.723420,0.102803,583.640193,False,False
7,0.830538,0.107118,583.640193,False,False
8,0.934359,0.103821,583.640193,False,False
9,1.035809,0.101450,577.918578,False,False
10,1.136099,0.100291,577.918578,False,False
11,1.243176,0.107077,583.632746,False,False
12,1.347967,0.104791,583.632746,False,False
13,1.450772,0.102804,574.000604,False,False
14,1.551601,0.100829,572.569439,False,False
15,1.656130,0.104530,572.569439,False,False
16,1.763946,0.107815,574.000604,False,False
17,1.869171,0.105225,574.000604,False,False
18,1.975282,0.106111,574.000604,False,False
19,2.078683,0.103401,580.267379,False,False
20,2.179176,0.100494,581.919790,False,False
21,2.281568,0.102392,585.983765,False,False
22,2.382206,0.100638,585.983765,False,False
23,2.485313,0.103107,587.552324,False,False
24,2.580404,0.095091,585.983765,False,False
25,2.683459,0.103055,582.211017,False,False
26,2.785578,0.102119,581.919790,False,False
27,2.893344,0.107766,577.855524,False,False
28,2.997871,0.104527,577.855524,False,False
29,3.101703,0.103832,577.855524,False,False
30,3.206608,0.104905,577.855524,False,False
31,3.308004,0.101396,587.126309,False,False
32,3.409565,0.101561,588.661915,False,False
33,3.511758,0.102193,588.661915,False,False
34,3.613349,0.101591,588.661915,False,False
35,3.715275,0.101926,587.126309,False,False
36,3.819192,0.103916,577.386845,False,False
37,3.926150,0.106958,577.386845,False,False
38,4.030265,0.104115,577.386845,False,False
39,4.136435,0.106170,577.386845,False,False
40,4.235834,0.099399,576.284643,False,False
41,4.339691,0.103857,576.284643,False,False
42,4.441505,0.101814,577.719920,False,False
43,4.546562,0.105057,583.826107,False,False
44,4.651634,0.105072,583.826107,False,False
45,4.751276,0.099642,583.826107,False,False
46,4.854046,0.102770,583.826107,False,False
47,4.954332,0.100286,584.161019,False,False
48,5.060015,0.105684,587.902873,False,False
49,5.162727,0.102711,584.161019,False,False
50,5.261612,0.098885,587.902873,False,False
51,5.363670,0.102058,584.161019,False,False
52,5.469759,0.106089,587.902873,False,False
53,5.570385,0.100626,589.012053,False,False
54,5.676105,0.105720,587.902873,False,False
55,5.777500,0.101395,589.012053,False,False
56,5.879366,0.101865,589.934249,False,False
57,5.983324,0.103958,589.934249,False,False
58,6.085030,0.101706,589.934249,False,False
59,6.182851,0.097820,589.012053,False,False
60,6.281968,0.099117,582.515576,False,False
61,6.387354,0.105386,582.515576,False,False
62,6.491276,0.103922,577.355458,False,False
63,6.594278,0.103002,577.355458,False,False
64,6.698613,0.104335,577.355458,False,False
65,6.802903,0.104291,581.642086,False,False
66,6.906060,0.103156,582.515576,False,False
67,7.008439,0.102380,581.642086,False,False
68,7.108909,0.100470,581.642086,False,False
69,7.209676,0.100767,586.054176,False,False
70,7.313314,0.103638,586.642393,False,False
71,7.418192,0.104878,595.432374,False,False
72,7.515600,0.097408,593.908450,False,False
73,7.617877,0.102277,586.642393,False,False
74,7.716989,0.099112,586.823017,False,False
75,7.818015,0.101026,593.908450,False,False
76,7.923516,0.105501,593.548247,False,False
77,8.025762,0.102245,593.548247,False,False
78,8.126069,0.100308,586.823017,False,False
79,8.227156,0.101087,579.362684,False,False
80,8.330718,0.103562,579.362684,False,False
81,8.437998,0.107280,579.362684,False,False
82,8.544159,0.106161,565.181900,False,False
83,8.651240,0.107081,565.181900,False,False
84,8.750315,0.099075,565.181900,False,False
85,8.857154,0.106839,565.755238,False,False
86,8.958617,0.101463,579.375057,False,False
87,9.064670,0.106053,587.178213,False,False
88,9.168229,0.103560,587.178213,False,False
89,9.270413,0.102184,587.178213,False,False
90,9.372376,0.101963,587.178213,False,False
91,9.471670,0.099294,587.373091,False,False
92,9.577118,0.105448,587.373091,False,False
93,9.679268,0.102150,587.373091,False,False
94,9.777805,0.098537,587.339000,False,False
95,9.883957,0.106152,587.339000,False,False
96,9.987098,0.103141,587.339000,False,False
97,10.089254,0.102156,581.857505,False,False
98,10.181594,0.092341,581.857505,False,False
99,10.289239,0.107644,587.339000,False,False
100,10.392357,0.103118,587.339000,False,False
101,10.491746,0.099390,586.012004,False,False
102,10.592641,0.100895,586.012004,False,False
103,10.696109,0.103468,586.012004,False,False
104,10.798496,0.102387,586.012004,False,False
105,10.898606,0.100110,586.012004,False,False
106,11.001296,0.102690,586.012004,False,False
107,11.106122,0.104826,599.339502,False,False
108,11.203224,0.097102,599.339502,False,False
