frame,time_s,x,y,motion,freezing
0,0.000000,319.965520,240.018507,,True
1,0.033333,319.988465,239.970042,0.091330,True
2,0.066667,320.023061,239.981999,0.053779,True
3,0.100000,320.041093,239.954778,0.059119,True
4,0.133333,319.987369,239.934356,0.118492,True
5,0.166667,319.941236,240.524145,1.000092,False
6,0.200000,319.441931,241.255636,1.632875,False
7,0.233333,318.561521,240.251269,3.095161,False
8,0.266667,319.799764,240.154283,2.968989,False
9,0.300000,320.516849,238.939642,2.428344,False
10,0.333333,320.472812,239.655843,1.301140,False
11,0.366667,320.304993,239.601354,0.255330,False
12,0.400000,319.276663,240.425816,2.403653,False
13,0.433333,320.370094,240.611673,2.330978,False
14,0.466667,320.641466,240.100026,1.223067,False
15,0.500000,321.600299,239.311804,2.210578,False
16,0.533333,323.423835,239.375713,3.249564,False
17,0.566667,323.974038,239.982764,1.920419,False
18,0.600000,321.770116,240.274400,4.526457,False
19,0.633333,322.681810,241.033599,2.175282,False
20,0.666667,321.933903,241.018713,1.249271,False
21,0.700000,322.792275,240.570359,2.085338,False
22,0.733333,322.755509,240.158017,0.757350,False
23,0.766667,323.865967,241.010402,2.793862,False
24,0.800000,324.687313,240.363651,1.770125,False
25,0.833333,325.546792,239.489427,2.478728,False
26,0.866667,325.978043,240.587784,1.809445,False
27,0.900000,326.471778,239.556975,1.903788,False
28,0.933333,326.004873,239.435123,0.798235,False
29,0.966667,325.772796,240.105761,1.079890,False
30,1.000000,325.630415,240.087322,0.222683,False
31,1.033333,325.383702,240.867032,1.636895,False
32,1.066667,327.047553,241.256521,3.047616,False
33,1.100000,327.200555,242.180458,1.544243,False
34,1.133333,327.012380,242.092796,0.402843,False
35,1.166667,328.105014,242.100229,2.203093,False
36,1.200000,327.572197,242.553099,1.283508,False
37,1.233333,326.758761,242.319749,1.450254,False
38,1.266667,327.632985,242.369833,1.685629,False
39,1.300000,328.029647,243.934292,2.927092,False
40,1.333333,327.224097,244.137362,1.443650,False
41,1.366667,326.539837,246.137565,4.014453,False
42,1.400000,325.935307,246.273526,1.199368,False
43,1.433333,326.081650,246.665796,0.832822,False
44,1.466667,325.517290,245.804554,1.781721,False
45,1.500000,324.747148,245.161596,1.847806,False
46,1.533333,325.202332,244.361197,1.577238,False
47,1.566667,324.705131,245.397236,2.245615,False
48,1.600000,325.031761,244.671791,1.598133,False
49,1.633333,325.066999,244.862977,0.358061,False
50,1.666667,325.179226,244.412188,1.022708,False
51,1.700000,323.657663,243.650725,3.117366,False
52,1.733333,323.745311,244.184813,1.088235,False
53,1.766667,324.297598,243.775866,1.038033,False
54,1.800000,323.257056,244.625424,2.525582,False
55,1.833333,324.678486,244.457542,2.997194,False
56,1.866667,324.687844,244.355769,0.195551,False
57,1.900000,323.968426,243.803354,1.670530,False
58,1.933333,325.005042,242.825586,2.171317,False
59,1.966667,324.325124,242.986168,1.319263,False
60,2.000000,324.750151,242.738463,1.045106,False
61,2.033333,324.684392,241.972487,1.202120,False
62,2.066667,325.092918,242.952437,1.546645,False
63,2.100000,325.575694,244.614578,4.303326,False
64,2.133333,325.904949,245.340352,1.850891,False
65,2.166667,326.245480,245.971920,1.262950,False
66,2.200000,325.277259,244.339461,3.547892,False
67,2.233333,326.092191,243.284425,2.812359,False
68,2.266667,326.450622,244.663520,3.185574,False
69,2.300000,327.903350,243.476693,3.845688,False
70,2.333333,326.874489,244.390116,2.626013,False
71,2.366667,326.928304,245.343075,1.952276,False
72,2.400000,326.735007,245.649915,0.615856,False
73,2.433333,325.739266,243.955948,3.854643,False
74,2.466667,325.893177,244.068015,0.332077,False
75,2.500000,325.583797,242.994516,2.164361,False
76,2.533333,324.429439,242.993590,2.529841,False
77,2.566667,323.518462,241.571585,2.906654,False
78,2.600000,323.745940,241.282307,0.646220,False
79,2.633333,322.435358,240.340760,2.748081,False
80,2.666667,322.829749,239.374198,2.009554,False
81,2.700000,324.113859,238.234125,3.475065,False
82,2.733333,324.743676,238.461330,1.136189,False
83,2.766667,324.179080,238.326083,1.379785,False
84,2.800000,325.924357,237.887423,3.018555,False
85,2.833333,325.227046,237.454076,1.461890,False
86,2.866667,324.701192,237.203718,0.987527,False
87,2.900000,326.436032,237.979514,3.734923,False
88,2.933333,326.206394,237.339516,1.234063,False
89,2.966667,326.634882,237.319671,0.806461,False
90,3.000000,325.935542,237.503634,1.217331,False
91,3.033333,325.809846,239.292646,3.244048,False
92,3.066667,326.806420,238.738281,2.458277,False
93,3.100000,328.145611,238.076778,3.032493,False
