beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.090511,,615.459930,False,False
1,0.188533,0.098022,618.810056,False,False
2,0.291251,0.102719,620.061699,False,False
3,0.388212,0.096960,621.313343,False,False
4,0.484781,0.096570,621.313343,False,False
5,0.576348,0.091567,621.313343,False,False
6,0.668440,0.092092,621.313343,False,False
7,0.763900,0.095460,628.536471,False,False
8,0.861094,0.097195,628.536471,False,False
9,0.961677,0.100583,628.536471,False,False
10,1.054310,0.092633,617.317373,False,False
11,1.151945,0.097635,617.317373,False,False
12,1.246746,0.094800,614.532405,False,False
13,1.345853,0.099108,614.608724,False,False
14,1.441144,0.095291,614.608724,False,False
15,1.540548,0.099403,623.781049,False,False
16,1.638171,0.097623,621.971607,False,False
17,1.734358,0.096188,623.781049,False,False
18,1.830181,0.095822,621.971607,False,False
19,1.926648,0.096467,623.781049,False,False
20,2.018735,0.092087,626.160046,False,False
21,2.115270,0.096535,626.904526,False,False
22,2.210141,0.094871,632.437312,False,False
23,2.300100,0.089959,632.437312,False,False
24,2.395809,0.095708,631.369214,False,False
25,2.490602,0.094793,632.437312,False,False
26,2.587272,0.096670,632.958755,False,False
27,2.682303,0.095032,631.369214,False,False
28,2.773854,0.091550,632.958755,False,False
29,2.867094,0.093241,631.369214,False,False
30,2.962728,0.095633,631.369214,False,False
31,3.053234,0.090507,628.925773,False,False
32,3.148635,0.095401,628.925773,False,False
33,3.244921,0.096286,628.925773,False,False
34,3.341489,0.096568,628.925773,False,False
35,3.432001,0.090511,628.925773,False,False
36,3.524122,0.092121,630.009620,False,False
37,3.621798,0.097676,630.009620,False,False
38,3.717035,0.095237,638.864285,False,False
39,3.810853,0.093818,630.009620,False,False
40,3.906984,0.096131,624.145407,False,False
41,4.000901,0.093917,624.145407,False,False
42,4.100373,0.099472,617.231071,False,False
43,4.198277,0.097905,617.231071,False,False
44,4.295486,0.097208,617.231071,False,False
45,4.393243,0.097757,617.231071,False,False
46,4.488193,0.094950,622.613544,False,False
47,4.584401,0.096208,623.650175,False,False
48,4.677641,0.093240,623.879050,False,False
49,4.774009,0.096368,631.912083,False,False
50,4.870181,0.096172,623.940873,False,False
