frame,time_s,x,y,motion,freezing
0,0.000000,320.297174,239.272978,,False
1,0.033333,321.025623,239.575703,1.441778,False
2,0.066667,320.811903,239.349345,0.529647,False
3,0.100000,321.227269,239.073472,0.828086,False
4,0.133333,321.984269,238.537840,1.705352,False
5,0.166667,323.213228,239.069629,2.089932,False
6,0.200000,323.250964,239.250582,0.330044,False
7,0.233333,323.161928,239.391745,0.352468,False
8,0.266667,324.036169,239.735584,1.762967,False
9,0.300000,323.575949,240.886197,2.163916,False
10,0.333333,324.128640,240.606706,1.215719,False
11,0.366667,324.439565,240.078997,1.127869,False
12,0.400000,323.735990,240.087995,1.330877,False
13,0.433333,323.397056,239.568838,1.087158,False
14,0.466667,324.155546,238.632451,2.372155,False
15,0.500000,323.494322,237.924705,2.194716,False
16,0.533333,323.183515,238.010116,0.693150,False
17,0.566667,323.961950,239.037033,2.678483,False
18,0.600000,322.816616,236.933014,3.672025,False
19,0.633333,323.525363,236.089755,1.837934,False
20,0.666667,324.104994,235.682103,1.340114,False
21,0.700000,322.051601,235.897800,4.216786,False
22,0.733333,322.401121,235.986090,0.747427,False
23,0.766667,322.310127,236.670559,1.099910,False
24,0.800000,321.363208,235.669882,2.303076,False
25,0.833333,322.789375,235.372118,2.822998,False
26,0.866667,322.493140,234.583343,1.305478,False
27,0.900000,322.012507,234.372408,0.969327,False
28,0.933333,321.874583,234.256945,0.290502,False
29,0.966667,320.980833,235.160595,2.359093,False
30,1.000000,319.919906,235.285222,2.070049,False
31,1.033333,320.052211,234.175244,1.957751,False
32,1.066667,321.240584,234.101736,2.371235,False
33,1.100000,320.742827,234.600994,1.319827,False
34,1.133333,320.015081,234.407205,1.287270,False
35,1.166667,320.341532,234.820722,1.041807,False
36,1.200000,320.508977,234.652403,0.386414,False
37,1.233333,320.890928,235.657760,1.897280,False
38,1.266667,319.553091,235.952429,2.131273,False
39,1.300000,319.043064,235.804139,0.972064,False
40,1.333333,319.114691,236.315191,1.018907,False
41,1.366667,319.094647,236.994408,1.193197,False
42,1.400000,317.587997,237.542799,2.773019,False
43,1.433333,316.919244,237.907812,1.319575,False
44,1.466667,318.470641,237.704190,2.781566,False
45,1.500000,317.973272,236.875071,1.790287,False
46,1.533333,316.755508,236.853271,2.184257,False
47,1.566667,316.892580,237.321234,0.900496,False
48,1.600000,316.155279,236.083486,2.395574,False
49,1.633333,315.623350,237.155857,2.059118,False
50,1.666667,314.922969,237.285622,1.422526,False
51,1.700000,313.895922,237.097444,2.284397,False
52,1.733333,313.879545,237.105521,0.041731,False
53,1.766667,312.568076,236.403849,2.539874,False
54,1.800000,312.019863,235.419487,2.109839,False
55,1.833333,313.011289,234.587900,2.161592,False
56,1.866667,312.720188,235.588634,1.749540,False
57,1.900000,312.191320,237.073583,2.965381,False
58,1.933333,311.279482,236.843655,1.431118,False
59,1.966667,312.837148,236.822808,3.404612,False
60,2.000000,313.112078,237.134197,0.734057,False
61,2.033333,313.700661,237.232981,1.191788,False
62,2.066667,314.474379,236.767163,1.694770,False
63,2.100000,314.378187,234.722877,3.734782,False
64,2.133333,313.757232,235.149155,1.525845,False
65,2.166667,314.485205,235.571783,1.607648,False
66,2.200000,314.408108,235.159633,0.829010,False
67,2.233333,313.676285,234.997731,1.313994,False
68,2.266667,312.507787,234.373505,2.171667,False
69,2.300000,313.062794,234.008310,1.133845,False
70,2.333333,311.756385,234.039414,2.301009,False
71,2.366667,310.450875,234.356556,2.379516,False
72,2.400000,309.619424,234.146364,1.449339,False
73,2.433333,309.062210,236.051572,4.345816,False
74,2.466667,308.288412,236.051024,1.395341,False
75,2.500000,307.514140,235.480188,1.609748,False
76,2.533333,307.628194,237.568013,3.937961,False
77,2.566667,307.424018,237.174876,0.845415,False
78,2.600000,306.044072,236.377963,3.050374,False
79,2.633333,306.351144,236.173059,0.706182,False
