beat,time_s,ibi_s,hr_bpm,in_artifact_window,in_removed_window
0,0.091426,,665.581046,False,False
1,0.182709,0.091283,670.533918,False,False
2,0.266790,0.084081,668.139510,False,False
3,0.355829,0.089039,665.745102,False,False
4,0.445310,0.089481,670.533918,False,False
5,0.535434,0.090125,673.862721,False,False
6,0.625729,0.090295,673.862721,False,False
7,0.713884,0.088155,670.533918,False,False
8,0.802386,0.088502,675.410610,False,False
9,0.891221,0.088835,675.410610,False,False
10,0.982027,0.090805,677.949350,False,False
11,1.067908,0.085881,675.410610,False,False
12,1.162761,0.094854,675.410610,False,False
13,1.248442,0.085681,676.535320,False,False
14,1.339130,0.090688,698.639174,False,False
15,1.422112,0.082981,676.535320,False,False
16,1.510799,0.088687,678.388097,False,False
17,1.596606,0.085807,676.535320,False,False
18,1.686168,0.089562,678.388097,False,False
19,1.774613,0.088445,678.388097,False,False
20,1.863705,0.089091,679.767106,False,False
21,1.951970,0.088266,678.388097,False,False
22,2.039898,0.087928,678.388097,False,False
23,2.126109,0.086211,679.767106,False,False
24,2.214932,0.088823,679.767106,False,False
25,2.304946,0.090014,675.502147,False,False
26,2.392635,0.087689,675.502147,False,False
27,2.481700,0.089065,673.664474,False,False
28,2.573357,0.091657,673.664474,False,False
29,2.662057,0.088700,673.664474,False,False
30,2.759159,0.097102,673.664474,False,False
31,2.845055,0.085896,676.435140,False,False
32,2.937642,0.092587,693.389563,False,False
33,3.023705,0.086062,697.169736,False,False
34,3.109010,0.085306,698.294696,False,False
35,3.195542,0.086531,697.169736,False,False
36,3.281465,0.085924,697.169736,False,False
37,3.367294,0.085828,696.576152,False,False
38,3.454127,0.086833,693.389563,False,False
39,3.540262,0.086136,695.316729,False,False
40,3.635847,0.095585,690.983421,False,False
41,3.727682,0.091835,686.452560,False,False
42,3.813974,0.086292,678.796381,False,False
43,3.901380,0.087406,664.708618,False,False
44,3.989771,0.088392,678.796381,False,False
45,4.080036,0.090265,686.452560,False,False
46,4.170519,0.090482,678.796381,False,False
47,4.255907,0.085389,669.805111,False,False
48,4.342957,0.087050,669.805111,False,False
49,4.432536,0.089578,669.805111,False,False
