frame,time_s,x,y,motion,freezing
0,0.000000,321.677800,237.984158,,False
1,0.033333,321.321301,237.545096,1.128587,False
2,0.066667,321.096201,236.754552,1.567374,False
3,0.100000,320.056127,236.853482,2.199630,False
4,0.133333,319.829772,237.858524,1.774073,False
5,0.166667,320.877710,239.175838,2.941244,False
6,0.200000,321.323037,241.274328,4.193457,False
7,0.233333,322.840845,241.415668,2.983962,False
8,0.266667,321.854281,241.281535,1.705815,False
9,0.300000,321.480359,240.596101,1.616217,False
10,0.333333,321.788630,240.234917,0.822633,False
11,0.366667,322.657219,240.766079,1.734877,False
12,0.400000,323.476912,240.831207,1.564329,False
13,0.433333,322.131745,242.255369,3.876413,False
14,0.466667,320.845821,240.992085,3.107066,False
15,0.500000,320.637114,241.259388,0.742183,False
16,0.533333,319.832881,240.166160,2.525438,False
17,0.566667,319.584545,240.603323,1.095362,False
18,0.600000,319.460949,239.588866,1.785218,False
19,0.633333,318.726729,239.368382,1.542136,False
20,0.666667,318.124020,238.611710,1.699630,False
21,0.700000,316.670614,239.046223,2.726868,False
22,0.733333,317.530730,239.117928,1.497861,False
23,0.766667,317.873011,238.772139,0.937124,False
24,0.800000,318.955390,239.051634,1.982299,False
25,0.833333,318.476503,238.590912,1.106896,False
26,0.866667,318.918850,238.739872,0.842612,False
27,0.900000,319.835987,239.128422,1.819534,False
28,0.933333,320.541883,239.414450,1.325329,False
29,0.966667,319.344370,238.944323,2.403489,False
30,1.000000,318.998426,238.707893,0.733809,False
31,1.033333,319.012598,238.465622,0.421349,False
32,1.066667,318.422724,238.628125,1.036033,False
33,1.100000,319.898949,238.897811,3.095047,False
34,1.133333,320.948755,237.305287,3.076204,False
35,1.166667,320.379094,237.522783,1.137350,False
36,1.200000,320.822882,237.364513,0.853258,False
37,1.233333,320.924274,237.241653,0.350137,False
38,1.266667,320.526655,235.994016,2.334541,False
39,1.300000,319.841904,234.991080,2.571975,False
40,1.333333,319.912966,236.971489,3.730308,False
41,1.366667,321.989971,238.254300,4.276109,False
42,1.400000,321.974090,238.191792,0.107176,False
43,1.433333,321.775831,238.697360,1.041783,False
44,1.466667,322.139661,239.092512,1.048569,False
45,1.500000,322.708801,238.115774,2.782251,False
46,1.533333,322.088829,238.180831,1.211888,False
47,1.566667,322.177399,238.374809,0.431185,False
48,1.600000,323.738891,237.098559,3.374491,False
49,1.633333,324.041660,237.548459,1.161329,False
50,1.666667,322.910102,237.567393,2.247770,False
51,1.700000,323.011046,236.664782,1.817739,False
52,1.733333,321.921450,236.795389,1.889217,False
53,1.766667,322.489467,236.890986,1.083435,False
54,1.800000,323.081751,237.647471,1.871632,False
55,1.833333,322.215057,238.059411,1.705010,False
56,1.866667,323.712575,240.365893,4.335542,False
57,1.900000,323.081484,240.203960,1.344784,False
58,1.933333,322.168597,240.647102,1.722732,False
59,1.966667,321.133010,240.676396,2.203706,False
60,2.000000,320.250293,239.946388,2.482358,False
61,2.033333,319.208958,238.296407,3.678216,False
62,2.066667,318.692287,237.362017,1.780153,False
63,2.100000,318.979172,235.818329,4.073179,False
64,2.133333,318.977272,236.157118,0.641698,False
65,2.166667,318.119363,236.797260,2.202525,False
66,2.200000,318.130692,236.037356,1.364137,False
67,2.233333,318.240285,235.961541,0.216013,False
68,2.266667,319.002967,236.563581,1.636864,False
69,2.300000,319.695140,236.930633,1.254903,False
70,2.333333,318.961564,236.248145,1.644793,False
71,2.366667,318.449190,235.247094,2.168814,False
72,2.400000,318.540038,234.357540,1.599898,False
73,2.433333,318.874130,235.905910,2.937573,False
74,2.466667,318.478550,236.231632,1.039334,False
75,2.500000,318.576788,236.363770,0.279233,False
76,2.533333,319.056294,235.857961,1.086402,False
77,2.566667,319.459572,235.525051,0.850031,False
78,2.600000,320.042473,235.888281,1.446526,False
79,2.633333,319.770135,233.208895,3.991033,False
80,2.666667,320.302853,233.995514,1.786341,False
81,2.700000,320.872854,233.921347,1.215429,False
82,2.733333,321.311087,233.248678,1.142744,False
83,2.766667,319.565350,233.260542,3.153865,False
84,2.800000,318.849772,232.050640,2.296717,False
85,2.833333,319.544066,231.090645,2.187024,False
86,2.866667,319.166036,231.255072,0.903844,False
87,2.900000,320.021510,231.340253,1.707445,False
88,2.933333,320.306110,230.615845,1.475769,False
89,2.966667,320.788388,230.830593,0.848693,False
90,3.000000,320.781322,231.269873,0.920401,False
91,3.033333,320.199300,230.397024,1.860165,False
92,3.066667,320.391241,230.989623,1.192544,False
93,3.100000,320.599294,229.430467,2.500287,False
94,3.133333,319.849841,230.581722,2.593112,False
95,3.166667,319.174574,229.728088,2.423329,False
96,3.200000,319.341562,229.946444,0.582581,False
97,3.233333,319.377877,229.595413,0.625070,False
98,3.266667,319.457324,230.452973,1.865054,False
99,3.300000,320.604331,230.325062,2.156303,False
100,3.333333,319.884224,229.766440,1.711936,False
101,3.366667,317.440786,229.005369,4.127414,False
102,3.400000,317.859031,229.254246,0.860993,False
103,3.433333,317.487587,229.911835,1.339465,False
104,3.466667,317.394533,231.003765,2.065562,False
105,3.500000,317.743018,231.855341,1.821207,False
106,3.533333,318.820671,231.817743,2.225386,False
107,3.566667,319.119438,232.576877,1.636099,False
108,3.600000,317.246006,232.935933,3.819529,False
109,3.633333,317.575664,233.122908,0.777729,False
110,3.666667,316.728602,231.865297,2.849247,False
111,3.700000,316.731142,231.179902,1.340338,False
112,3.733333,315.723311,231.308574,2.056904,False
113,3.766667,316.366237,231.367055,1.220201,False
114,3.800000,316.871191,232.339455,1.971931,False
115,3.833333,317.489244,233.766041,3.272319,False
116,3.866667,316.707825,234.643757,2.321831,False
117,3.900000,317.865368,235.391516,3.055673,False
118,3.933333,318.491358,236.698576,2.636889,False
119,3.966667,317.822100,234.925513,3.275049,False
120,4.000000,318.377754,233.851008,2.381974,False
121,4.033333,319.324138,233.705440,1.549330,False
122,4.066667,320.338427,232.985654,2.257448,False
123,4.100000,320.980925,233.897889,2.035277,False
124,4.133333,321.335539,233.132626,1.507952,False
125,4.166667,321.985511,231.781819,2.943994,False
126,4.200000,322.675838,231.269197,1.739241,False
127,4.233333,321.783248,231.378856,1.784897,False
128,4.266667,321.228875,231.253639,1.066795,False
129,4.300000,321.427788,230.033290,2.428780,False
130,4.333333,323.202265,229.294072,3.307621,False
131,4.366667,322.877509,229.259173,0.627243,False
132,4.400000,322.538861,230.982254,3.409019,False
133,4.433333,322.241927,230.561074,0.954566,False
134,4.466667,322.819062,229.885198,2.031211,False
135,4.500000,322.035900,229.811665,1.524663,False
136,4.533333,321.808023,230.710343,1.841395,False
137,4.566667,323.094033,230.640665,2.318511,False
138,4.600000,323.269868,231.219783,1.193895,False
139,4.633333,322.899385,230.683561,1.050178,False
140,4.666667,323.564389,230.737909,1.276071,False
141,4.700000,323.426090,230.492410,0.522172,False
142,4.733333,323.003236,230.354690,1.014260,False
143,4.766667,323.083355,230.598005,0.499265,False
144,4.800000,322.459332,231.208701,1.369364,False
145,4.833333,322.458724,232.299508,1.819110,False
146,4.866667,323.850891,232.361211,2.744240,False
147,4.900000,321.990235,231.721689,3.449655,False
148,4.933333,321.510811,232.732721,2.067030,False
149,4.966667,322.159520,232.788619,1.366454,False
150,5.000000,322.275713,233.519083,1.384225,False
151,5.033333,321.579965,234.091240,1.720665,False
152,5.066667,322.662487,234.720515,2.496999,False
153,5.100000,322.037463,233.676003,2.467197,False
154,5.133333,322.267766,233.719498,0.389905,False
155,5.166667,322.787489,234.461698,1.663121,False
156,5.200000,321.941922,235.750659,2.949841,False
157,5.233333,322.064748,235.500085,0.521718,False
158,5.266667,321.662856,235.013883,1.468370,False
159,5.300000,321.355469,234.195671,1.368019,False
160,5.333333,321.695270,234.749996,1.269197,False
161,5.366667,320.223050,235.087374,2.381580,False
162,5.400000,320.719686,234.020078,2.298151,False
163,5.433333,321.023865,234.601412,1.027200,False
164,5.466667,321.074342,234.298027,0.548386,False
165,5.500000,320.344353,233.878771,1.735255,False
166,5.533333,320.090547,233.128805,1.225934,False
167,5.566667,320.011591,233.121935,0.182824,False
168,5.600000,318.760726,234.182475,3.325241,False
169,5.633333,319.595729,233.793344,1.795051,False
170,5.666667,319.089078,234.045935,1.048562,False
171,5.700000,319.336582,233.630183,0.948775,False
172,5.733333,319.711445,232.836413,1.644147,False
173,5.766667,320.453874,233.615750,1.930027,False
174,5.800000,320.590948,233.420640,0.587080,False
175,5.833333,322.016387,233.672647,2.443878,False
176,5.866667,320.409496,233.962305,3.304496,False
177,5.900000,321.639814,234.320443,2.362339,False
178,5.933333,321.936116,235.277364,2.167234,False
179,5.966667,321.248398,236.006995,1.844642,False
180,6.000000,320.893386,236.278475,0.832515,False
181,6.033333,321.210844,236.501318,0.638967,False
182,6.066667,320.333587,238.460429,3.797721,False
183,6.100000,320.553464,238.087305,0.785298,False
184,6.133333,319.507683,237.917577,2.015649,False
185,6.166667,317.649608,238.181449,3.257839,False
186,6.200000,316.547182,239.133636,2.389647,False
187,6.233333,317.269647,238.952526,1.296324,False
188,6.266667,317.729701,238.054295,1.832733,False
189,6.300000,316.966306,239.210159,2.365583,False
190,6.333333,317.669867,239.644758,1.455405,False
191,6.366667,318.058550,240.831964,2.011550,False
192,6.400000,316.872247,241.274088,2.465484,False
193,6.433333,317.183677,240.652660,1.301924,False
194,6.466667,316.693532,240.705055,1.019636,False
195,6.500000,315.671101,240.640474,2.216550,False
